Dataset,MajorityClass,Grassland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Cropland,Non_Water,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R,Shrubland,8,1,1,1,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R,Grassland,0,0,0,0,18,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R,Cropland,8,1,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R,Wetland,10,2,0,8,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R,Water,31,10,0,0,112,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R,Forest,97,12,0,48,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R,Bareland,6,0,0,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R,Permanent_ice_and_snow,3,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLJ_M_R,Shrubland,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLJ_M_R,Grassland,0,0,0,0,10,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLJ_M_R,Forest,35,18,0,50,0,90,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLJ_M_R,Wetland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLJ_M_R,Water,0,0,0,0,46,70,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,Grassland,0,0,0,0,20,1,24,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,Forest,58,5,0,41,0,73,101,8,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,Cropland,2,0,0,0,2,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,Water,13,0,0,0,71,65,31,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,Wetland,1,0,0,0,2,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,Bareland,2,0,0,0,3,1,8,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,Permanent_ice_and_snow,1,0,0,0,1,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLJ_M_R,Shrubland,1,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLJ_M_R,Forest,109,24,0,75,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLJ_M_R,Grassland,0,1,0,1,14,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLJ_M_R,Wetland,3,1,0,7,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLJ_M_R,Water,16,14,0,0,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,Shrubland,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,Grassland,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,Wetland,0,0,0,6,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,Forest,0,0,0,69,0,0,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,Bareland,0,0,0,1,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,Water,0,0,0,0,0,0,0,0,57,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLJ_M_R,Grassland,0,0,0,0,0,1,0,0,0,6,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLJ_M_R,Forest,0,0,0,41,0,73,0,0,0,73,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLJ_M_R,Water,0,0,0,0,0,65,0,0,0,25,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLJ_M_R,Wetland,0,0,0,0,0,0,0,0,0,7,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLJ_M_R,Bareland,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,Wetland,0,0,0,12,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,Forest,0,1,0,84,0,2,0,3,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,Grassland,0,0,0,0,27,0,0,3,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,Bareland,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,Water,0,0,0,0,44,2,0,2,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,Shrubland,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLJ_M_R,Forest,15,12,0,94,0,3,0,23,0,0,19
