Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Shrubland,407,117,112,90,177,100,118,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Grassland,0,167,72,66,177,33,62,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Non_Wetland,12,2,0,0,7,2,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Bareland,407,104,0,158,236,126,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Built-up,294,125,117,0,195,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Water,1462,393,578,60,659,0,444,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Forest,1376,377,151,201,0,318,172,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Cropland,816,0,238,243,453,78,68,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Wetland,205,53,16,1,67,74,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Non_Water,7,7,2,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R,Permanent_ice_and_snow,1,0,2,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Non_Wetland,2,0,5,0,4,7,11,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Shrubland,107,0,97,28,73,92,81,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Grassland,0,0,80,58,167,137,114,263,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Cropland,691,0,262,175,438,218,159,614,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Wetland,36,0,41,1,45,196,0,102,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Bareland,169,0,0,99,106,242,12,153,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Built-up,184,0,201,0,96,63,12,170,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Water,402,0,531,58,482,0,301,884,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Forest,654,0,440,232,0,572,534,1087,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Non_Water,2,0,1,0,2,8,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,Permanent_ice_and_snow,1,0,0,0,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,Shrubland,0,0,0,0,0,0,0,0,291,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,Wetland,0,0,0,0,0,21,0,0,403,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,Grassland,0,0,0,0,0,47,57,0,316,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,Forest,0,0,0,0,0,187,272,0,1324,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,Water,0,0,0,0,0,0,538,0,767,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,Bareland,0,0,0,0,0,148,48,0,89,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,Cropland,0,0,0,0,0,33,30,0,395,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,Built-up,0,0,0,0,0,20,0,0,75,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Grassland,0,100,161,35,100,66,151,209,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Non_Wetland,5,1,5,0,1,4,25,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Wetland,62,5,123,2,26,103,0,123,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Forest,698,248,834,97,0,311,835,1059,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Bareland,181,38,0,34,26,74,35,70,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Built-up,219,35,333,0,53,1,61,189,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Non_Water,1,0,2,0,0,10,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Water,292,26,1202,42,372,0,611,797,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Shrubland,142,31,139,19,34,69,101,0,0,0,0,0
