Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Cropland,666,0,544,157,210,75,182,380,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,Permanent_ice_and_snow,1,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Water,0,0,0,0,0,0,0,0,0,1581,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Grassland,0,0,0,0,0,102,0,0,0,163,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Bareland,0,0,0,0,0,194,0,0,0,174,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Shrubland,0,0,0,0,0,95,0,0,0,136,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Wetland,0,0,0,0,0,137,0,0,0,209,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Cropland,0,0,0,0,0,71,0,0,0,121,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Built-up,0,0,0,0,0,11,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Forest,0,0,0,0,0,336,0,0,0,524,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Grassland,0,585,16,113,338,47,57,683,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Wetland,0,37,0,2,104,21,0,135,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Bareland,0,530,0,422,141,148,48,487,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Water,0,893,145,128,658,0,538,1216,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Forest,28,1129,38,265,0,187,272,1308,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Built-up,0,289,0,0,77,20,0,238,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Cropland,2,0,6,226,335,33,30,652,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Shrubland,0,55,4,20,42,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,Permanent_ice_and_snow,0,1,0,1,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,Grassland,0,659,3,145,239,136,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,Forest,0,877,1,504,0,774,38,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,Shrubland,0,289,0,94,112,122,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,Bareland,0,356,0,316,63,120,24,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,Built-up,0,90,3,0,18,4,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,Wetland,0,192,0,4,55,98,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,Water,0,413,62,101,130,0,80,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,Cropland,0,0,5,177,185,46,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,Forest,184,185,181,0,0,164,10,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,Shrubland,114,82,86,0,301,108,9,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,Water,152,41,229,0,789,0,40,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,Cropland,238,0,266,0,300,112,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,Wetland,70,10,29,0,239,96,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,Bareland,13,63,0,0,85,171,1,0,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,Built-up,12,115,162,0,228,58,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,Grassland,0,96,127,0,190,82,3,0,0,0,0,2
