Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Shrubland,2,2,3,1,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Grassland,0,3,6,5,2,20,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Cropland,53,0,34,4,19,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Wetland,60,0,36,2,54,55,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Bareland,69,0,0,0,57,71,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Built-up,14,0,11,0,5,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Water,105,23,98,1,0,116,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Forest,96,15,78,10,51,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R,Permanent_ice_and_snow,5,0,2,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,Grassland,0,7,0,0,3,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,Forest,0,45,0,0,16,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,Bareland,0,34,0,0,8,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,Built-up,0,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,Water,0,69,0,0,0,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,Cropland,0,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,Wetland,0,0,0,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Shrubland,0,0,0,0,1,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Grassland,0,0,0,0,17,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Cropland,0,0,0,0,20,0,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Wetland,0,0,0,0,71,0,0,0,52,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Bareland,0,0,0,0,104,0,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Built-up,0,0,0,0,14,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Water,0,0,0,0,0,0,0,0,146,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Forest,0,0,0,0,115,0,0,0,66,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,Water,40,69,35,48,0,63,24,0,0,79,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,Cropland,16,3,11,18,0,17,0,0,0,28,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,Bareland,30,34,0,43,8,39,22,0,0,51,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,Built-up,11,3,5,0,0,7,3,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,Forest,46,45,31,40,16,0,41,0,0,61,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,Grassland,0,7,5,8,3,17,3,0,0,13,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,Wetland,0,0,1,2,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,Permanent_ice_and_snow,1,0,0,2,0,1,1,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,Grassland,0,0,1,13,15,26,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,Wetland,0,0,30,30,39,40,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,Forest,0,3,30,40,63,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,Water,0,9,70,24,0,60,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,Bareland,0,0,0,14,54,46,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,Cropland,0,0,3,8,15,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,Permanent_ice_and_snow,0,0,0,0,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R,Water,18,6,66,0,0,85,58,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R,Wetland,19,0,28,0,21,41,43,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R,Bareland,2,1,0,0,12,15,23,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R,Forest,17,3,32,0,21,0,25,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R,Built-up,1,0,1,0,1,3,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R,Grassland,0,0,6,0,2,7,8,0,0,0,0,1
