Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,Water,0,0,0,0,0,437,0,0,320,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,Cropland,0,0,0,0,0,5,31,0,98,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,Built-up,0,0,0,0,0,6,23,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Grassland,0,120,179,24,90,21,89,259,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Non_Wetland,2,0,6,0,0,4,0,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Wetland,78,1,232,0,5,0,52,126,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Water,407,30,1095,17,238,145,0,845,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Forest,719,193,805,73,0,216,274,1059,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Bareland,137,34,0,36,40,0,40,57,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Built-up,204,14,187,0,32,1,19,122,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Non_Water,1,0,1,0,0,0,2,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Shrubland,126,31,123,28,36,24,52,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,Cropland,518,0,339,121,134,4,65,261,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,Bareland,0,0,0,0,0,0,97,0,0,36,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,Water,0,0,0,0,0,0,0,0,0,1006,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,Shrubland,0,0,0,0,0,0,95,0,0,73,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,Grassland,0,0,0,0,0,0,125,0,0,92,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,Wetland,0,0,0,0,0,0,75,0,0,67,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,Forest,0,0,0,0,0,0,366,0,0,271,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,Cropland,0,0,0,0,0,0,33,0,0,28,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,Built-up,0,0,0,0,0,0,6,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,Grassland,0,438,37,99,366,31,57,558,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,Wetland,0,9,9,1,77,0,30,80,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,Bareland,3,279,0,126,155,47,79,393,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,Forest,197,616,69,185,0,171,188,942,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,Built-up,20,181,6,0,79,6,23,238,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,Water,38,530,98,75,731,437,0,919,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,Cropland,50,0,17,138,328,5,31,529,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,Shrubland,11,52,8,20,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,Grassland,0,609,10,156,207,10,106,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,Wetland,0,76,0,20,47,0,49,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,Forest,0,615,1,379,0,100,593,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,Shrubland,0,229,0,124,107,25,97,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,Bareland,0,192,0,214,59,21,67,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,Built-up,0,61,7,0,3,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,Water,0,264,14,94,104,109,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,Cropland,0,0,4,102,107,0,15,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,Forest,163,186,178,0,0,25,175,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,Shrubland,106,94,86,0,267,25,139,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,Wetland,25,1,13,0,107,0,69,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,Cropland,149,0,176,0,161,2,65,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,Water,97,30,81,0,604,102,0,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,Bareland,13,60,0,0,63,0,36,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,Built-up,8,110,102,0,140,0,12,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,Grassland,0,130,133,0,204,12,103,0,0,0,0
