Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Shrubland,333,57,91,97,231,106,75,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Non_Wetland,2,0,0,0,5,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Grassland,0,122,68,58,256,53,47,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Bareland,318,45,0,58,130,29,73,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Built-up,264,70,96,0,187,0,11,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Water,1164,190,244,46,798,381,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Forest,934,211,132,122,0,187,277,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Cropland,620,0,182,138,385,18,41,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Wetland,128,9,7,1,77,0,39,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R,Non_Water,1,0,0,0,1,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Non_Wetland,2,0,1,0,3,7,6,6,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Shrubland,103,0,79,23,54,54,84,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Grassland,0,0,57,32,155,66,127,286,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Cropland,611,0,238,123,278,74,68,455,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Bareland,155,0,0,49,51,0,90,168,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Built-up,146,0,154,0,46,0,36,178,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Water,595,0,371,47,452,66,0,853,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Forest,658,0,430,63,0,209,404,1130,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Non_Water,0,0,0,0,1,0,2,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,Wetland,52,0,52,0,19,0,164,136,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,Shrubland,0,0,0,0,0,0,0,0,216,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,Wetland,0,0,0,0,0,0,30,0,253,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,Grassland,0,0,0,0,0,31,57,0,156,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,Forest,0,0,0,0,0,171,188,0,627,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,Bareland,0,0,0,0,0,47,79,0,45,0,0
