Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Water,Bareland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Shrubland,248,120,47,48,47,27,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Non_Wetland,14,10,2,8,0,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Grassland,0,164,110,10,29,14,31,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Bareland,182,36,43,5,38,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Water,489,397,4,248,2,0,135,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Forest,907,0,194,165,88,278,92,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Cropland,532,328,0,11,144,22,126,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Wetland,131,96,0,0,1,119,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Built-up,217,162,46,0,0,17,53,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R,Non_Water,3,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Non_Wetland,6,3,0,17,0,11,4,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Shrubland,68,33,0,63,4,37,35,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Grassland,0,92,0,114,12,36,51,154,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Cropland,490,216,0,97,72,51,202,425,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Wetland,24,26,0,0,0,256,18,29,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Bareland,114,29,0,11,17,39,0,43,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Built-up,124,26,0,19,0,27,99,132,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Water,126,123,0,332,19,0,60,250,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Forest,543,0,0,624,63,623,286,901,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,Non_Water,0,0,0,0,0,3,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,Wetland,0,0,0,0,0,13,0,0,546,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,Grassland,0,0,0,5,0,13,0,0,219,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,Water,0,0,0,174,0,0,0,0,688,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,Forest,0,0,0,135,0,111,0,0,1507,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,Bareland,0,0,0,0,0,11,0,0,30,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,Shrubland,0,0,0,0,0,0,0,0,173,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,Cropland,0,0,0,0,0,7,0,0,224,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,Built-up,0,0,0,0,0,8,0,0,76,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Grassland,0,52,50,103,15,31,141,138,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Non_Wetland,5,1,0,26,0,3,6,6,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Wetland,12,4,0,0,0,110,112,21,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Water,53,119,0,503,26,0,431,173,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Forest,517,0,102,903,30,394,731,656,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Bareland,67,0,7,10,8,13,0,17,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Non_Water,0,0,0,0,0,1,3,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Shrubland,67,18,20,64,12,17,90,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Built-up,148,22,10,58,0,6,178,106,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,Cropland,442,107,0,121,75,16,399,247,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,Water,0,0,0,0,0,0,0,0,0,433,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,Grassland,0,0,0,0,0,24,0,0,0,19,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,Wetland,0,0,0,0,0,72,0,0,0,89,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,Shrubland,0,0,0,0,0,20,0,0,0,17,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,Bareland,0,0,0,0,0,9,0,0,0,14,0
