Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Grassland,227,52,87,110,38,38,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Non_Wetland,8,0,1,3,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Cropland,120,0,36,63,6,0,281,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Wetland,327,3,17,14,208,0,540,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Bareland,68,1,0,33,30,1,153,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Built-up,125,0,36,0,6,0,251,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Water,559,0,73,2,0,122,706,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Forest,0,3,35,142,225,28,784,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R,Shrubland,10,0,3,11,0,1,36,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Non_Wetland,1,0,1,1,1,14,3,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Grassland,111,0,140,59,93,417,0,102,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Cropland,74,0,69,29,14,116,274,64,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Wetland,62,0,15,1,216,0,166,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Bareland,23,0,0,15,42,106,131,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Built-up,22,0,100,0,35,50,91,31,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Water,185,0,64,14,0,600,323,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Forest,0,0,226,51,413,844,594,119,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,Shrubland,6,0,3,2,1,15,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Non_Wetland,0,1,3,1,2,9,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Wetland,21,1,77,1,188,0,260,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Forest,0,6,561,34,345,694,822,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Grassland,7,28,291,52,104,329,0,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Water,107,13,281,13,0,379,343,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Shrubland,0,1,16,2,6,19,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Cropland,5,0,198,26,13,119,203,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Bareland,0,6,0,7,13,13,56,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,Built-up,2,0,174,0,5,41,119,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,Grassland,0,0,0,0,33,73,0,0,733,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,Wetland,0,0,0,0,43,0,0,0,382,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,Forest,0,0,0,0,100,328,0,0,1314,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,Bareland,0,0,0,0,3,19,0,0,111,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,Water,0,0,0,0,0,400,0,0,461,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,Shrubland,0,0,0,0,0,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,Built-up,0,0,0,0,4,19,0,0,87,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,Cropland,0,0,0,0,1,4,0,0,217,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMS_M_R,Grassland,0,0,0,0,158,0,0,0,0,80,0,0
