Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Grassland,225,54,29,38,10,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Non_Wetland,6,1,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Bareland,211,20,0,25,48,3,357,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Shrubland,11,1,0,1,1,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Cropland,101,0,12,18,0,0,193,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Wetland,126,0,7,1,41,0,102,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Built-up,58,2,19,0,1,0,118,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Water,404,1,88,0,0,43,320,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Lichens_and_Mosses,2,0,0,2,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R,Forest,0,5,18,38,68,29,326,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Non_Wetland,1,0,1,0,0,8,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Shrubland,2,0,7,2,2,6,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Grassland,83,0,112,27,23,95,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Cropland,48,0,31,17,1,44,223,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Bareland,21,0,0,15,24,49,155,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Built-up,14,0,32,0,2,1,48,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Water,60,0,188,16,0,190,325,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Forest,0,0,354,34,171,370,480,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Wetland,7,0,36,0,62,0,75,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,Lichens_and_Mosses,0,0,2,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Grassland,0,0,0,0,14,67,0,0,165,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Wetland,0,0,0,0,0,0,0,0,41,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Forest,0,0,0,0,67,215,0,0,468,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Bareland,0,0,0,0,20,66,0,0,87,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Shrubland,0,0,0,0,0,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Cropland,0,0,0,0,0,0,0,0,48,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Water,0,0,0,0,0,307,0,0,141,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,Built-up,0,0,0,0,1,1,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Non_Wetland,0,0,4,0,0,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Bareland,0,9,0,6,9,1,53,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Forest,0,35,557,9,178,140,485,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Grassland,26,67,289,26,37,44,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Wetland,15,0,135,0,60,0,63,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Water,45,1,434,13,0,32,123,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Shrubland,1,0,13,0,1,7,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Built-up,0,1,70,0,3,2,46,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Cropland,2,0,133,12,3,3,144,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,Lichens_and_Mosses,0,0,4,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,Grassland,0,0,0,0,28,0,0,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,Bareland,0,0,0,0,125,0,0,0,0,59,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,Forest,0,0,0,0,153,0,0,0,0,122,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,Shrubland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,Wetland,0,0,0,0,31,0,0,0,0,54,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,Built-up,0,0,0,0,2,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,Water,0,0,0,0,0,0,0,0,0,219,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,Cropland,0,0,0,0,3,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,Grassland,122,179,52,84,14,67,0,191,0,0,61,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,Forest,0,164,141,60,67,215,116,252,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,Bareland,79,146,0,94,20,66,48,131,0,0,32,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,Built-up,3,34,3,0,1,1,8,32,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,Wetland,10,0,3,0,0,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,Water,104,64,147,30,0,307,24,129,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,Cropland,38,0,0,33,0,0,28,47,0,0,30,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,Grassland,113,373,14,51,93,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,Forest,0,146,4,47,301,43,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,Bareland,85,114,0,41,147,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,Built-up,0,20,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,Wetland,65,32,0,4,96,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,Water,48,49,12,8,0,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,Cropland,10,0,2,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,Cropland,30,0,78,0,2,1,18,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,Forest,0,51,56,0,43,2,40,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,Bareland,114,12,0,0,94,2,20,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,Wetland,180,0,5,0,55,0,23,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,Water,311,2,35,0,0,15,19,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,Built-up,32,10,22,0,9,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,Grassland,191,68,124,0,79,18,0,0,0,0,0,2
