Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBV_M_R
2096,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2097,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2098,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2099,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2100,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2101,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2102,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2103,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2104,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2105,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2106,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2107,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2108,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2109,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2110,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2111,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2112,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2113,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
2114,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2115,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2116,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2117,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
2118,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2119,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2120,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2121,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2122,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2123,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2124,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2125,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2126,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2127,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
2128,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Bareland
2129,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2130,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2131,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2132,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2133,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2134,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2135,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2136,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2137,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2138,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2139,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2140,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2141,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2142,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2143,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2144,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2145,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2146,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2147,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
2148,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
2149,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2150,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2151,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
2152,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2153,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2154,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2155,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
2156,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2157,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2158,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2159,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
2160,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2161,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2162,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
2163,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2164,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2165,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2166,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2167,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2168,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2169,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2170,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2171,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2172,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2173,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2174,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2175,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2176,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2177,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2178,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
2179,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2180,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2181,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2182,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
2183,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Water
2184,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2185,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
2186,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
2187,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2188,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2189,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2190,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
2191,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2192,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2193,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2194,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
2195,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2196,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
2197,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2198,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2199,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2200,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
2201,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2202,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2203,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2204,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
2205,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2206,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2207,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
2208,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2209,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2210,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2211,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
2212,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2213,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2214,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2215,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2216,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2217,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2218,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
2219,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2220,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2221,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
2222,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
2223,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
2224,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
2225,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2226,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
2227,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
2228,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2229,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
2230,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
2231,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2232,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2233,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2234,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
2235,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
2236,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
2237,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
2238,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
2239,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
2240,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
2241,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Water
2242,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
2243,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
2244,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
2245,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2246,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
2247,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
2248,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2249,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
2250,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
2251,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Wetland,Grassland
2252,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2253,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2254,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2255,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2256,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2257,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2258,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
2259,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
2260,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2261,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2262,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2263,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
2264,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2265,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Built-up
2266,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
2267,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2268,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
2269,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2270,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
2271,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2272,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
2273,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2274,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2275,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2276,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2277,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2278,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2279,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2280,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2281,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2282,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
2283,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
2284,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2285,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
2286,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2287,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Cropland
2288,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2289,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
2290,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2291,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2292,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2293,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2294,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2295,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2296,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2297,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2298,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2299,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2300,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2301,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2302,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2303,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2304,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2305,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2306,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2307,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2308,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2309,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
2310,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
2311,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2312,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
2313,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2314,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2315,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2316,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
2317,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2318,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2319,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2320,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2321,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2322,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2323,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2324,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
2325,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2326,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
2327,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2328,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
2329,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2330,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2331,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2332,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
2333,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2334,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
2335,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2336,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2337,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
2338,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
2339,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2340,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2341,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2342,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2343,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
2344,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
2345,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2346,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2347,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2348,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2349,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
2350,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2351,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2352,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2353,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2354,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2355,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
2356,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2357,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2358,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2359,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2360,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2361,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2362,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2363,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2364,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2365,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2366,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2367,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2368,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2369,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2370,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2371,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2372,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2373,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
2374,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2375,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
2376,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2377,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2378,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2379,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
2380,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2381,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2382,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2383,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
2384,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
2385,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
2386,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,NULL
2387,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2388,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
2389,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Bareland
2390,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2391,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2392,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2393,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
2394,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2395,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2396,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
2397,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
2398,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
2399,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2400,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
2401,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2402,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2403,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2404,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2405,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2406,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
2407,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2408,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2409,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
2410,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2411,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2412,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2413,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
2414,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
2415,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
2416,Grassland,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
2417,Grassland,NULL,Wetland,Water,Wetland,Forest,Wetland,Cropland
2418,Grassland,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
2419,Grassland,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
2420,Grassland,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
2421,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2422,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
