Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Shrubland,3,3,2,3,3,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Grassland,0,21,31,19,17,9,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Cropland,67,0,9,36,31,20,39,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Wetland,32,1,0,17,1,20,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Lichens_and_Mosses,2,1,0,1,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Bareland,89,39,6,0,36,40,56,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Built-up,25,13,1,20,0,8,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Water,112,27,53,94,13,0,64,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Forest,67,38,31,33,38,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R,Permanent_ice_and_snow,16,0,0,12,2,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,Shrubland,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,Grassland,0,0,3,0,0,1,0,0,43,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,Forest,0,0,8,0,0,3,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,Cropland,0,0,1,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,Wetland,0,0,0,0,0,2,0,0,56,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,Water,0,0,53,0,0,0,0,0,56,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,Bareland,0,0,15,0,0,8,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,Built-up,0,0,1,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Shrubland,0,0,0,0,0,6,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Grassland,0,0,0,0,0,27,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Wetland,0,0,0,0,0,24,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Bareland,0,0,0,0,0,82,0,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Built-up,0,0,0,0,0,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Forest,0,0,0,0,0,39,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Cropland,0,0,0,0,0,24,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Water,0,0,0,0,0,0,0,0,0,70,0,0
