Dataset,MajorityClass,Forest,Wetland,Grassland,Water,Bareland,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Grassland,71,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Non_Wetland,4,0,5,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Wetland,266,0,449,57,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Bareland,14,0,30,4,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Water,305,173,352,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Shrubland,6,0,7,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Built-up,35,2,37,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Forest,0,17,258,68,3,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Cropland,6,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Non_Wetland,1,7,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Grassland,21,82,0,6,20,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Bareland,3,14,3,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Forest,0,482,204,173,104,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Water,30,398,84,0,29,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Shrubland,3,6,2,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Wetland,4,0,158,191,9,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Built-up,1,23,6,9,33,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Cropland,0,4,1,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,Grassland,0,6,0,2,0,0,135,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,Wetland,0,0,0,30,0,0,500,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,Forest,0,130,0,42,0,0,646,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,Shrubland,0,0,0,0,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,Water,0,202,0,0,0,0,476,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,Bareland,0,1,0,0,0,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,Built-up,0,0,0,2,0,0,48,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,Cropland,0,0,0,0,0,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Non_Wetland,0,2,1,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Forest,0,306,235,185,172,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Grassland,5,74,0,20,31,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Shrubland,0,4,1,2,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Wetland,11,0,48,247,35,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Bareland,0,5,2,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Water,26,306,37,0,86,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Built-up,0,28,9,2,52,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Cropland,0,4,1,1,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,Wetland,0,0,0,430,0,0,0,160,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,Grassland,0,0,0,29,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,Shrubland,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,Water,0,0,0,0,0,0,0,193,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,Bareland,0,0,0,7,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,Built-up,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,Forest,0,0,0,130,0,0,0,74,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,Grassland,33,6,0,2,33,13,0,0,26,5,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,Forest,0,130,156,42,162,44,0,0,109,46,26,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,Wetland,109,0,77,30,160,32,0,0,45,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,Bareland,3,1,2,0,0,3,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,Water,148,202,117,0,213,17,0,0,56,1,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,Built-up,9,0,8,2,1,0,0,0,16,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,Cropland,2,0,2,0,2,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
