Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Shrubland,286,83,31,56,196,23,42,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Non_Wetland,0,0,0,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Grassland,0,213,20,54,209,20,52,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Bareland,474,170,0,105,53,57,42,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Built-up,429,176,93,0,188,51,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Water,1269,235,219,50,555,0,452,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Forest,627,228,17,28,0,37,173,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Cropland,766,0,84,117,230,75,104,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Non_Water,4,2,1,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Wetland,556,210,34,5,188,69,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R,Permanent_ice_and_snow,10,2,3,1,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Non_Wetland,3,0,1,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Shrubland,76,0,37,29,13,47,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Grassland,0,0,60,64,39,70,0,375,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Cropland,765,0,241,235,31,152,0,544,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Bareland,241,0,0,126,2,245,0,125,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Built-up,206,0,90,0,5,67,0,178,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Water,394,0,120,178,124,0,0,740,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Forest,497,0,136,113,0,219,0,974,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Non_Water,1,0,0,0,0,4,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Wetland,235,0,122,38,187,382,0,429,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,Permanent_ice_and_snow,6,0,0,0,0,3,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Grassland,0,47,113,54,75,116,0,336,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Forest,341,49,201,34,0,218,0,776,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Bareland,157,30,0,33,18,140,0,67,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Built-up,212,10,238,0,44,72,0,157,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Non_Wetland,1,0,0,0,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Non_Water,0,0,1,0,0,6,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Water,123,48,302,65,351,0,0,554,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Shrubland,79,3,58,11,48,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Cropland,571,0,291,137,89,183,0,409,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Wetland,118,67,211,13,151,393,0,308,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,Permanent_ice_and_snow,2,1,5,1,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Shrubland,0,0,0,0,0,0,0,0,108,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Water,0,0,0,0,0,0,736,0,405,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Grassland,0,0,0,0,0,6,88,0,141,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Cropland,0,0,0,0,0,11,51,0,192,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Bareland,0,0,0,0,0,4,134,0,31,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Built-up,0,0,0,0,0,4,51,0,38,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Forest,0,0,0,0,0,40,312,0,253,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Wetland,0,0,0,0,0,6,0,0,371,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Bareland,0,0,0,0,0,142,0,0,0,142,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Grassland,0,0,0,0,0,145,0,0,0,98,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Water,0,0,0,0,0,0,0,0,0,890,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Forest,0,0,0,0,0,193,0,0,0,243,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Shrubland,0,0,0,0,0,82,0,0,0,60,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Cropland,0,0,0,0,0,218,0,0,0,125,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Built-up,0,0,0,0,0,82,0,0,0,37,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Wetland,0,0,0,0,0,448,0,0,0,466,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,Grassland,0,582,74,181,317,6,88,291,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,Bareland,19,507,0,249,112,4,134,151,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,Built-up,62,323,38,0,93,4,51,164,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,Forest,240,652,49,145,0,40,312,325,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,Cropland,100,0,47,169,309,11,51,239,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,Water,79,965,76,214,453,0,736,459,0,0,0,0
