,0
Forest,4425
Wetland,3884
Grassland,3660
Water,2743
Cropland,2188
Shrubland,1732
Non_Wetland,1571
Bareland,692
Non_Water,235
Built-up,226
Permanent_ice_and_snow,13
Lichens_and_Mosses,4
