Dataset,MajorityClass,Grassland,Built-up,Forest,Water,Bareland,Wetland,Non_Water,Non_Wetland,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18MXC_M_R,Shrubland,3,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MXC_M_R,Grassland,0,2,11,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MXC_M_R,Cropland,5,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MXC_M_R,Wetland,34,0,25,39,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MXC_M_R,Bareland,3,0,4,7,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MXC_M_R,Water,88,0,67,0,6,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MXC_M_R,Forest,75,2,0,34,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MXC_M_R,Built-up,4,0,8,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXC_M_R,Shrubland,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXC_M_R,Wetland,0,0,0,42,0,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXC_M_R,Water,0,0,0,0,0,0,101,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXC_M_R,Forest,0,0,0,53,0,0,41,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXC_M_R,Built-up,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXC_M_R,Grassland,0,0,0,10,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXC_M_R,Bareland,0,0,0,6,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXC_M_R,Forest,0,0,0,10,0,25,0,30,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXC_M_R,Built-up,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXC_M_R,Water,0,0,0,0,0,41,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXC_M_R,Grassland,0,0,0,5,0,5,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXC_M_R,Wetland,0,0,0,2,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXC_M_R,Bareland,0,0,0,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXC_M_R,Water,18,19,30,0,28,41,0,0,32,13,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXC_M_R,Built-up,2,0,2,1,0,0,0,0,5,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXC_M_R,Forest,20,17,0,10,30,25,0,0,40,20,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXC_M_R,Grassland,0,2,6,5,6,5,0,0,15,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXC_M_R,Cropland,0,0,1,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXC_M_R,Wetland,0,0,0,2,1,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXC_M_R,Bareland,0,1,1,0,0,6,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXC_M_R,Wetland,0,4,15,10,12,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXC_M_R,Water,0,17,47,0,30,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXC_M_R,Grassland,0,8,18,9,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXC_M_R,Forest,0,17,0,39,6,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXC_M_R,Cropland,0,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXC_M_R,Wetland,14,0,28,14,5,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXC_M_R,Water,13,0,64,0,21,15,0,0,0,8,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXC_M_R,Forest,11,0,0,21,0,2,0,0,0,2,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXC_M_R,Grassland,0,0,8,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXC_M_R,Bareland,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXC_M_R,Built-up,0,0,1,1,0,0,0,0,0,0,0,0
