,0
Water,17249
Forest,13383
Grassland,11350
Bareland,5691
Wetland,4987
Built-up,2735
Non_Wetland,1892
Cropland,1713
Non_Water,1471
Shrubland,615
Lichens_and_Mosses,231
Permanent_ice_and_snow,99
