Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Shrubland,3,3,3,1,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Grassland,0,0,38,1,13,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Cropland,65,7,72,5,38,47,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Wetland,139,0,96,16,89,112,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Built-up,23,3,19,0,9,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Water,220,58,206,19,0,188,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Forest,111,33,100,19,73,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Bareland,85,9,0,13,55,62,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R,Permanent_ice_and_snow,27,2,15,0,6,19,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Cropland,0,1,0,0,0,0,47,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Forest,0,35,0,0,20,0,134,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Wetland,0,0,0,0,13,0,291,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Water,0,64,0,0,0,0,154,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Grassland,0,5,0,0,7,0,62,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Built-up,0,0,0,0,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Bareland,0,16,0,0,14,0,65,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Grassland,0,0,0,0,34,0,0,17,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Cropland,0,0,0,0,44,0,0,18,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Wetland,0,0,0,0,120,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Water,0,0,0,0,0,0,0,229,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Forest,0,0,0,0,137,0,0,58,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Bareland,0,0,0,0,89,0,0,31,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Built-up,0,0,0,0,13,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,Permanent_ice_and_snow,0,0,0,0,6,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,Water,71,64,2,29,0,128,0,0,163,141,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,Cropland,19,1,0,3,0,33,0,0,62,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,Wetland,28,0,1,13,13,57,0,0,79,69,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,Bareland,49,16,0,15,14,64,0,0,89,75,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,Built-up,9,0,0,0,0,12,0,0,15,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,Forest,38,35,3,24,20,0,0,0,105,90,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,Grassland,0,5,0,2,7,24,0,0,38,35,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,Permanent_ice_and_snow,6,0,0,1,0,12,0,0,26,19,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,Water,0,169,110,128,0,102,0,0,0,58,7
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,Grassland,0,57,8,25,26,23,0,0,0,13,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,Forest,0,82,34,70,55,0,0,0,0,27,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,Built-up,0,2,1,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,Wetland,0,0,29,43,61,36,0,0,0,12,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,Cropland,0,38,11,15,28,23,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,Bareland,0,53,0,42,24,29,0,0,0,10,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,Permanent_ice_and_snow,0,9,9,13,11,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,Water,31,83,92,0,0,94,0,0,0,83,34
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,Wetland,12,0,32,0,44,42,0,0,0,37,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,Forest,20,24,36,0,32,0,0,0,0,36,26
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,Cropland,1,2,4,0,6,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,Grassland,0,7,8,0,12,12,0,0,0,9,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,Bareland,0,4,0,0,13,7,0,0,0,10,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,Built-up,0,3,5,0,13,3,0,0,0,1,1
