Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Cropland,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,Shrubland,79,72,13,47,0,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,Cropland,355,307,88,228,0,2,45,423,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,Wetland,1025,754,19,1024,0,0,796,1616,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,Permanent_ice_and_snow,6,26,0,18,0,0,1,19,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Shrubland,0,0,0,0,0,0,0,0,440,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Grassland,0,0,0,0,0,112,14,0,805,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Bareland,0,0,0,0,0,319,68,0,945,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Water,0,0,0,0,0,1311,0,0,1805,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Forest,0,0,0,0,0,669,63,0,1498,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Cropland,0,0,0,0,0,8,1,0,161,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Wetland,0,0,0,0,0,0,52,0,2511,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Built-up,0,0,0,0,0,89,7,0,114,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Grassland,0,0,0,0,0,0,310,0,0,228,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Bareland,0,0,0,0,0,0,807,0,0,519,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Water,0,0,0,0,0,0,0,0,0,1711,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Forest,0,0,0,0,0,0,565,0,0,468,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Shrubland,0,0,0,0,0,0,129,0,0,75,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Built-up,0,0,0,0,0,0,115,0,0,69,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Cropland,0,0,0,0,0,0,51,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Wetland,0,0,0,0,0,0,1243,0,0,901,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,3,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Grassland,0,206,126,552,560,119,14,302,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Bareland,235,0,499,397,1030,365,84,456,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Built-up,250,107,0,226,372,90,7,256,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Forest,945,364,257,0,1053,694,63,671,0,0,34,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Water,456,743,390,1184,1250,1420,0,907,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Shrubland,79,79,28,113,84,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Wetland,234,268,96,567,556,0,56,306,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Cropland,192,19,81,242,0,8,1,139,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,Permanent_ice_and_snow,16,2,1,21,51,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Grassland,0,24,404,277,452,325,285,0,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Bareland,0,0,348,149,144,318,530,0,0,0,0,12
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Forest,0,15,724,0,541,664,740,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Shrubland,0,4,139,75,79,126,130,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Built-up,0,28,0,42,38,26,23,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Water,0,400,325,145,105,844,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Wetland,0,172,386,559,217,0,904,0,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Cropland,0,3,158,46,0,27,26,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,Permanent_ice_and_snow,0,1,15,8,3,3,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,Forest,218,168,0,0,210,321,278,0,0,0,0,48
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,Shrubland,87,61,0,253,72,201,162,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,Bareland,24,0,0,213,80,341,385,0,0,0,0,47
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,Water,136,385,0,582,40,862,0,0,0,0,0,27
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,Cropland,34,45,0,109,0,45,26,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,Built-up,32,157,0,278,139,35,99,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,Wetland,135,252,0,1001,127,0,701,0,0,0,0,26
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,Grassland,0,223,0,455,242,401,278,0,0,0,0,41
