Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Shrubland,304,49,167,55,37,36,46,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Grassland,0,124,207,25,37,32,15,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Non_Wetland,11,2,6,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Bareland,157,27,59,0,0,24,43,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Water,669,5,518,209,65,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Forest,836,129,0,158,63,58,229,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Cropland,424,0,248,0,80,87,9,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Wetland,595,7,358,0,24,3,198,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Non_Water,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R,Built-up,98,29,93,0,30,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Non_Wetland,3,0,4,15,0,0,2,6,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Shrubland,81,0,31,95,17,0,28,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Grassland,0,0,103,195,26,1,36,276,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Cropland,446,0,117,89,68,16,9,294,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Wetland,160,0,202,0,21,0,201,476,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Bareland,90,0,16,11,0,1,66,48,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Water,251,0,275,305,27,0,0,576,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Forest,507,0,0,469,103,5,302,993,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Non_Water,0,0,0,0,0,0,1,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,Built-up,73,0,5,14,33,0,3,59,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,Shrubland,0,0,0,0,0,0,0,0,290,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,Wetland,0,0,0,0,0,0,30,0,422,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,Grassland,0,0,0,95,0,0,33,0,355,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,Water,0,0,0,544,0,0,0,0,449,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,Forest,0,0,0,519,0,0,149,0,1021,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,Bareland,0,0,0,85,0,0,20,0,12,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,Cropland,0,0,0,3,0,0,3,0,136,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,Built-up,0,0,0,0,0,0,7,0,22,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Grassland,0,86,21,148,161,4,15,305,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Non_Wetland,2,0,0,13,5,0,0,8,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Wetland,161,8,134,0,167,0,111,542,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Forest,507,119,0,394,522,4,197,1004,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Bareland,32,36,0,1,0,2,8,22,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Non_Water,0,0,0,0,0,0,1,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Water,88,14,292,294,308,0,0,662,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Shrubland,82,24,10,69,76,2,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Cropland,328,0,10,50,284,10,14,149,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,Built-up,59,8,0,9,101,0,6,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,Grassland,0,0,0,0,0,0,112,0,0,27
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,Wetland,0,0,0,0,0,0,309,0,0,229
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,Shrubland,0,0,0,0,0,0,64,0,0,27
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,Water,0,0,0,0,0,0,0,0,0,468
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,Cropland,0,0,0,0,0,0,6,0,0,6
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,Bareland,0,0,0,0,0,0,62,0,0,40
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,Forest,0,0,0,0,0,0,370,0,0,267
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,Built-up,0,0,0,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,Grassland,0,308,245,95,12,52,33,485,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,Forest,201,457,0,519,55,69,149,699,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,Wetland,1,24,124,0,6,0,30,167,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,Bareland,7,146,18,85,0,33,20,131,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,Cropland,66,0,141,3,1,49,3,300,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,Water,16,188,338,544,45,3,0,464,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,Built-up,3,85,9,0,2,0,7,86,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,Shrubland,12,23,42,0,3,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,Grassland,0,460,198,50,9,84,73,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,Forest,0,379,0,281,6,169,465,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,Shrubland,0,108,75,77,1,49,59,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,Wetland,0,47,156,0,4,22,193,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,Bareland,0,63,21,1,0,76,17,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,Built-up,0,11,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,Water,0,36,75,235,32,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,Cropland,0,0,67,0,4,80,3,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,Shrubland,98,49,214,14,37,0,70,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,Wetland,165,17,534,0,41,0,199,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,Forest,137,67,0,37,24,0,81,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,Cropland,92,0,151,0,98,0,13,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,Water,52,8,496,33,72,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,Bareland,2,8,22,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,Built-up,2,20,30,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,Grassland,0,98,205,6,89,0,51,0,0,0
