,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWS_M_R,12313
AMAZON_EXTENSION_2024_WorldCover_2021_21KWS_M_R,11855
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWS_M_R,11454
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWS_M_R,10845
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWS_M_R,10260
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWS_M_R,8710
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWS_M_R,4876
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWS_M_R,1983
