Dataset,MajorityClass,Forest,Wetland,Cropland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Grassland,152,27,9,49,6,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Bareland,39,4,6,0,9,19,142,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Shrubland,36,10,5,16,3,3,53,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Wetland,147,0,0,43,0,30,225,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Built-up,60,8,0,24,0,1,85,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Water,425,93,2,282,2,0,452,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Forest,0,41,8,74,14,34,408,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Cropland,17,4,0,12,2,1,44,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R,Permanent_ice_and_snow,4,3,3,15,0,2,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Grassland,71,59,0,51,25,47,0,46,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Bareland,16,40,0,0,20,83,117,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Shrubland,10,15,0,10,6,17,33,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Wetland,8,0,0,1,0,61,139,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Built-up,12,0,0,24,0,0,39,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Water,52,167,0,15,1,0,351,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Forest,0,131,0,70,25,101,423,68,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Cropland,7,2,0,3,0,2,18,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Grassland,0,48,0,0,0,11,0,0,236,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Shrubland,0,0,0,0,0,0,0,0,50,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Wetland,0,0,0,0,0,11,0,0,191,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Forest,0,111,0,0,0,44,0,0,412,0,0
