Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Shrubland,265,86,97,57,186,51,169,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Non_Wetland,3,0,0,0,5,0,35,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Grassland,0,182,24,13,218,23,264,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Bareland,227,54,0,29,50,19,44,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Built-up,184,58,55,0,127,5,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Water,266,15,99,2,210,0,417,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Forest,562,134,71,28,0,57,299,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Cropland,424,0,86,59,210,11,226,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Wetland,220,28,20,0,295,120,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Non_Water,5,1,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Non_Wetland,12,0,1,0,0,5,3,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Shrubland,98,0,51,23,19,55,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Grassland,0,0,18,18,47,69,10,378,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Cropland,539,0,122,29,119,31,4,374,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Wetland,112,0,5,1,24,324,0,660,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Bareland,116,0,0,21,23,69,3,126,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Built-up,110,0,56,0,3,14,0,138,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Water,82,0,23,4,22,0,10,460,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,Forest,418,0,206,78,0,247,48,1105,0,0,0,0
