Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Cropland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Permanent_ice_and_snow,0,0,8,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,Grassland,0,0,0,0,0,83,0,0,0,44,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,Water,0,0,0,0,0,0,0,0,0,376,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,Wetland,0,0,0,0,0,930,0,0,0,660,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,Shrubland,0,0,0,0,0,1,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,Forest,0,0,0,0,0,147,0,0,0,107,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,Built-up,0,0,0,0,0,27,0,0,0,27,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,Bareland,0,0,0,0,0,7,0,0,0,27,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,Cropland,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,Wetland,149,0,179,103,0,172,207,256,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,Forest,0,321,207,153,22,64,348,261,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,Grassland,103,126,74,93,4,22,0,215,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,Bareland,4,25,0,77,0,13,32,51,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,Built-up,19,57,8,0,0,7,66,76,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,Water,97,547,139,120,0,0,113,129,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,Cropland,9,5,2,11,0,3,21,26,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,Permanent_ice_and_snow,0,0,0,3,0,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,Grassland,190,58,11,111,196,43,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,Wetland,489,0,63,145,486,427,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,Forest,0,82,3,177,76,198,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,Bareland,5,1,0,25,12,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,Water,155,292,55,62,73,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,Built-up,8,1,2,0,1,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,Cropland,2,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,Permanent_ice_and_snow,0,0,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,Wetland,834,0,241,0,420,470,549,0,0,0,0,51
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,Forest,0,2,19,0,62,78,68,0,0,0,0,24
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,Bareland,13,0,0,0,9,1,3,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,Water,396,164,101,0,103,0,157,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,Shrubland,4,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,Built-up,73,0,8,0,22,17,6,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,Grassland,212,33,43,0,103,54,0,0,0,0,0,16
