Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Cropland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Grassland,246,176,22,23,6,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Non_Wetland,6,5,0,1,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Wetland,783,0,93,16,49,382,1077,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Bareland,44,28,0,15,0,9,67,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Built-up,115,12,42,0,2,21,173,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Water,434,572,119,14,5,0,392,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Forest,0,128,16,39,0,71,419,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Shrubland,15,9,3,4,1,1,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Cropland,40,18,2,0,0,2,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R,Permanent_ice_and_snow,4,0,2,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Non_Wetland,2,8,1,0,0,4,2,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Grassland,118,421,106,47,0,133,0,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Wetland,163,0,141,15,0,1074,412,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Bareland,26,41,0,6,0,55,45,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Built-up,25,54,89,0,0,35,37,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Forest,0,678,170,52,0,238,291,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Water,91,703,37,37,0,0,87,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Shrubland,7,16,7,2,0,7,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Cropland,8,49,4,1,0,17,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,Permanent_ice_and_snow,2,1,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Grassland,0,126,0,0,0,22,0,0,678,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Wetland,0,0,0,0,0,172,0,0,1149,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Forest,0,321,0,0,0,64,0,0,951,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Water,0,547,0,0,0,0,0,0,549,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Shrubland,0,0,0,0,0,0,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Bareland,0,25,0,0,0,13,0,0,57,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Cropland,0,5,0,0,0,3,0,0,63,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Built-up,0,57,0,0,0,7,0,0,95,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Wetland,101,0,428,37,24,650,851,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Non_Wetland,0,8,3,0,1,2,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Forest,0,473,273,90,7,91,497,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Grassland,25,242,199,61,10,45,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Water,67,662,169,58,1,0,304,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Shrubland,0,11,19,4,2,4,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Bareland,0,11,0,8,2,5,31,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Built-up,3,38,96,0,2,24,64,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,Cropland,1,17,36,3,0,2,35,0,0,0,0,0
