Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Shrubland,155,37,80,21,19,26,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Grassland,0,125,147,31,60,52,24,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Non_Wetland,12,3,10,4,0,3,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Bareland,162,42,58,20,0,25,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Forest,817,248,0,82,108,146,248,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Cropland,672,0,407,39,206,177,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Wetland,244,7,215,0,26,9,263,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Built-up,204,89,146,0,78,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Water,649,47,432,285,140,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R,Permanent_ice_and_snow,1,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Non_Wetland,3,0,2,23,6,0,7,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Shrubland,49,0,20,69,26,2,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Grassland,0,0,89,209,49,39,42,92,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Cropland,611,0,295,354,259,255,78,292,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Wetland,29,0,81,0,43,0,309,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Bareland,90,0,24,36,0,35,60,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Water,198,0,250,662,165,16,0,83,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Forest,495,0,0,791,325,97,296,444,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Built-up,119,0,37,34,124,0,28,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,Wetland,0,0,0,0,0,0,61,0,1029,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,Grassland,0,0,0,8,0,0,27,0,387,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,Water,0,0,0,279,0,0,0,0,972,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,Forest,0,0,0,104,0,0,104,0,1613,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,Bareland,0,0,0,7,0,0,9,0,70,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,Shrubland,0,0,0,0,0,0,0,0,143,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,Cropland,0,0,0,3,0,0,22,0,626,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,Built-up,0,0,0,1,0,0,4,0,91,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Grassland,0,51,68,168,126,4,4,74,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Non_Wetland,4,0,2,21,10,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Wetland,49,0,38,0,165,0,53,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Forest,486,112,0,946,649,13,108,380,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Water,69,1,185,915,701,13,0,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Shrubland,59,4,17,53,53,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Bareland,72,10,16,9,0,15,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Built-up,200,15,28,62,194,0,0,30,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,Cropland,615,0,209,297,448,102,3,168,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,Grassland,0,0,0,0,0,0,27,0,0,45,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,Bareland,0,0,0,0,0,0,15,0,0,36,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,Forest,0,0,0,0,0,0,190,0,0,131,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,Wetland,0,0,0,0,0,0,234,0,0,172,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,Shrubland,0,0,0,0,0,0,10,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,Water,0,0,0,0,0,0,0,0,0,629,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,Cropland,0,0,0,0,0,0,58,0,0,43,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,Built-up,0,0,0,0,0,0,2,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,Grassland,0,384,197,8,19,150,27,510,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,Wetland,0,56,251,0,52,12,61,349,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,Bareland,0,222,44,7,0,145,9,165,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,Forest,2,731,0,104,41,223,104,944,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,Built-up,0,193,38,1,0,0,4,140,0,0,0,0
