Dataset,MajorityClass,Grassland,Forest,Cropland,Bareland,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Shrubland,123,36,20,31,14,50,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Grassland,0,72,92,42,17,89,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Non_Wetland,2,0,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Bareland,480,32,3,0,51,23,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Built-up,310,108,14,99,0,8,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Forest,551,0,127,68,62,293,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Cropland,389,187,0,114,88,62,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Water,657,166,21,329,28,388,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Wetland,541,98,16,110,26,0,24,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R,Permanent_ice_and_snow,19,1,0,2,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Non_Wetland,0,2,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Shrubland,32,20,0,6,15,7,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Grassland,0,85,0,35,28,13,6,64,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Cropland,284,76,0,40,133,7,14,151,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Bareland,24,9,0,0,246,4,123,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Built-up,25,0,0,47,0,5,22,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Water,41,181,0,163,76,66,0,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Wetland,11,152,0,121,26,0,284,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Forest,233,0,0,110,141,103,101,264,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,Permanent_ice_and_snow,4,1,0,3,2,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBQ_M_R,Wetland,0,0,0,0,0,0,6,0,839,0,0,0
