Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Grassland,179,124,34,17,36,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Non_Wetland,5,1,0,0,2,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Shrubland,72,28,4,5,10,0,104,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Cropland,335,0,99,75,28,2,416,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Wetland,87,0,3,2,0,26,83,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Bareland,63,31,0,20,3,0,71,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Built-up,59,31,31,0,0,2,103,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Water,322,4,36,7,95,0,220,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Lichens_and_Mosses,0,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Forest,0,189,45,59,52,71,495,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Non_Wetland,3,0,0,0,9,1,3,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Shrubland,22,0,9,0,25,7,58,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Grassland,71,0,42,8,93,6,0,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Cropland,229,0,110,54,134,3,485,131,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Wetland,11,0,0,0,0,24,87,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Bareland,33,0,0,7,15,3,79,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Built-up,19,0,45,0,8,2,35,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Forest,0,0,71,5,465,144,588,203,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Water,69,0,2,0,201,0,230,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Grassland,16,75,162,14,92,10,0,90,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Non_Wetland,0,0,3,0,6,3,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Forest,0,157,406,5,349,144,457,378,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Wetland,2,0,13,0,0,45,21,35,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Shrubland,1,8,33,5,15,2,35,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Cropland,29,0,329,67,81,7,386,143,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Bareland,1,21,0,2,5,1,35,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Built-up,0,30,90,0,3,0,76,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Water,27,9,101,0,237,0,64,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Grassland,0,0,0,0,26,30,0,0,205,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Wetland,0,0,0,0,0,10,0,0,95,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Forest,0,0,0,0,153,94,0,0,703,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Water,0,0,0,0,122,0,0,0,257,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Shrubland,0,0,0,0,0,0,0,0,50,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Cropland,0,0,0,0,2,25,0,0,240,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Bareland,0,0,0,0,1,3,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Built-up,0,0,0,0,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Grassland,156,214,8,44,26,30,0,317,0,29,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Forest,0,296,44,51,153,94,42,521,0,15,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Wetland,26,4,2,1,0,10,0,37,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Cropland,198,0,0,70,2,25,22,353,0,43,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Bareland,34,75,0,30,1,3,1,84,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Built-up,6,62,0,0,0,0,0,65,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Water,124,65,29,15,122,0,25,166,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Shrubland,2,5,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,Shrubland,0,0,0,0,0,0,0,0,0,0,2,0
