Dataset,MajorityClass,Forest,Wetland,Bareland,Water,Grassland,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Grassland,86,10,2,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Non_Wetland,11,0,0,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Wetland,556,0,3,167,765,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Bareland,27,0,0,1,59,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Water,497,365,4,0,738,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Shrubland,12,0,0,0,15,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Built-up,103,0,4,8,118,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Cropland,30,0,1,0,32,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Forest,0,54,1,81,427,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Non_Wetland,1,11,2,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Grassland,29,265,51,79,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Bareland,1,20,0,17,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Forest,0,663,132,345,180,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Water,74,750,32,0,38,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Shrubland,2,12,6,3,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Wetland,27,0,17,539,53,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Cropland,6,17,12,12,16,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Built-up,6,71,56,29,22,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Grassland,0,20,0,6,0,0,410,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Wetland,0,0,0,85,0,0,967,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Forest,0,159,0,55,0,0,1041,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Water,0,292,0,0,0,0,873,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Shrubland,0,0,0,0,0,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Cropland,0,0,0,0,0,0,46,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Bareland,0,6,0,0,0,0,37,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Built-up,0,1,0,0,0,0,134,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Non_Wetland,0,7,2,3,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Forest,0,619,156,225,267,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Grassland,1,220,55,59,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Water,55,770,50,0,71,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Wetland,28,0,49,428,119,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Shrubland,0,8,7,3,3,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Cropland,0,31,24,1,6,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Bareland,0,20,0,9,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Built-up,1,73,71,10,36,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,Water,0,0,0,0,0,0,0,308,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,Grassland,0,0,0,100,0,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,Wetland,0,0,0,600,0,0,0,291,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,Built-up,0,0,0,43,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,Shrubland,0,0,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,Bareland,0,0,0,17,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,Forest,0,0,0,274,0,0,0,91,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,Cropland,0,0,0,3,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,Forest,0,159,204,55,107,93,0,0,230,36,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,Grassland,88,20,75,6,0,48,0,0,151,25,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,Wetland,167,0,229,85,109,67,0,0,173,28,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,Bareland,6,6,0,0,0,4,0,0,16,1,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,Built-up,24,1,10,0,0,0,0,0,85,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,Water,204,292,320,0,160,104,0,0,199,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,Cropland,8,0,5,0,0,3,0,0,24,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,Grassland,87,41,0,23,0,101,0,0,0,13,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,Wetland,338,0,5,211,0,94,0,0,0,14,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,Forest,0,128,0,198,0,150,0,0,0,8,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,Water,302,320,34,0,0,84,0,0,0,4,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,Bareland,3,0,0,2,0,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,Cropland,2,0,0,1,0,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,Wetland,559,0,10,253,305,0,0,0,0,140,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,Forest,0,8,0,30,37,0,0,0,0,32,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,Water,530,107,36,0,151,0,0,0,0,45,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,Bareland,11,0,0,3,2,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,Grassland,96,6,0,12,0,0,0,0,0,43,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,Built-up,17,0,0,3,0,0,0,0,0,6,0,0
