Dataset,MajorityClass,Forest,Built-up,Cropland,Wetland,Bareland,Water,Grassland,Non_Wetland,Shrubland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Grassland,171,43,12,2,35,24,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Non_Wetland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Bareland,55,2,1,3,0,67,79,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Water,480,3,3,5,172,0,444,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Forest,0,34,21,14,75,166,376,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Shrubland,5,1,1,1,2,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Built-up,69,0,3,0,14,0,69,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Cropland,85,22,0,1,16,4,102,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Wetland,36,0,1,0,10,25,51,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Lichens_and_Mosses,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R,Permanent_ice_and_snow,3,1,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Non_Wetland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Forest,0,28,0,31,179,295,516,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Grassland,23,17,0,1,148,117,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Shrubland,0,0,0,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Built-up,4,0,0,0,51,21,48,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Cropland,0,9,0,0,35,22,68,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Wetland,5,1,0,0,9,24,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Bareland,1,0,0,0,0,68,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,Water,92,0,0,0,171,0,277,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Non_Wetland,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Grassland,35,22,0,12,89,40,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Bareland,23,1,0,5,0,10,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Water,201,0,0,44,35,0,295,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Forest,0,23,0,79,130,104,330,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Shrubland,0,0,0,0,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Cropland,8,5,0,0,24,1,56,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Wetland,2,1,0,0,2,3,27,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,Built-up,4,0,0,0,41,1,39,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,Grassland,0,0,0,37,0,10,0,29,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,Water,0,0,0,241,0,0,0,36,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,Bareland,0,0,0,39,0,8,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,Forest,0,0,0,184,0,77,0,111,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,Cropland,0,0,0,6,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,Wetland,0,0,0,0,0,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,Grassland,145,52,133,37,35,10,0,0,103,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,Built-up,25,0,37,0,7,0,40,0,7,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,Water,247,54,69,241,120,0,204,0,256,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,Forest,0,91,140,184,122,77,202,0,173,13,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,Bareland,41,22,14,39,0,8,36,0,42,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,Cropland,36,15,0,6,6,1,31,0,21,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,Wetland,3,0,1,0,0,0,2,0,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,Permanent_ice_and_snow,3,0,2,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,Grassland,0,0,0,0,0,76,0,0,0,0,38,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,Forest,0,0,0,0,0,302,0,0,0,0,233,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,Cropland,0,0,0,0,0,11,0,0,0,0,5,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,Wetland,0,0,0,0,0,26,0,0,0,0,14,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,Bareland,0,0,0,0,0,95,0,0,0,0,38,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,Water,0,0,0,0,0,0,0,0,0,0,372,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,Grassland,83,88,200,5,6,105,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,Forest,0,126,101,4,13,361,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,Bareland,30,11,8,0,0,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,Wetland,13,5,13,0,5,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,Built-up,2,0,7,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,Water,111,8,66,8,89,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,Cropland,7,20,0,0,2,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,Forest,0,0,73,2,47,54,36,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,Water,336,0,81,12,267,0,13,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,Cropland,10,0,0,0,6,5,8,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,Wetland,32,0,12,0,16,17,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,Built-up,37,0,19,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,Grassland,164,0,102,9,31,84,0,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,Bareland,14,0,3,0,0,3,0,0,0,0,0,1
