Dataset,MajorityClass,Wetland,Grassland,Bareland,Water,Forest,Shrubland,Cropland,Built-up,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBN_M_R,Cropland,85,229,19,30,29,0,0,32,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBN_M_R,Built-up,8,31,3,5,0,0,10,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,Grassland,29,0,0,12,0,0,0,0,282,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,Wetland,0,0,0,71,0,0,0,0,500,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,Forest,111,0,0,72,0,0,0,0,804,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,Water,301,0,0,0,0,0,0,0,467,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,Shrubland,0,0,0,0,0,0,0,0,24,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,Cropland,14,0,0,5,0,0,0,0,189,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,Bareland,20,0,0,2,0,0,0,0,27,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,Built-up,1,0,0,1,0,0,0,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,Water,0,0,0,0,0,0,0,0,0,282,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,Grassland,0,0,0,46,0,0,0,0,0,6,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,Wetland,0,0,0,431,0,0,0,0,0,238,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,Shrubland,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,Forest,0,0,0,142,0,0,0,0,0,72,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,Built-up,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,Cropland,0,0,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,Bareland,0,0,0,14,0,0,0,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,Grassland,29,0,7,12,107,219,125,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,Wetland,0,4,13,71,154,170,15,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,Forest,111,118,49,72,0,302,185,8,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,Bareland,20,0,0,2,4,19,40,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,Water,301,8,29,0,206,211,89,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,Built-up,1,5,0,1,4,33,38,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,Cropland,14,59,7,5,88,149,0,7,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,Grassland,30,0,12,23,100,0,246,68,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,Wetland,0,0,44,155,111,0,39,10,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,Forest,105,0,0,154,0,0,173,82,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,Water,264,0,78,0,90,0,52,6,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,Cropland,1,0,5,0,43,0,0,34,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,Bareland,0,0,0,2,0,0,7,16,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,Cropland,0,45,69,4,67,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,Wetland,0,78,82,167,461,0,91,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,Forest,2,22,14,18,0,0,56,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,Water,64,18,138,0,451,0,25,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,Grassland,0,0,71,24,136,0,85,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,Bareland,0,0,0,0,0,0,4,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,Built-up,0,0,11,0,13,0,4,0,0,0,0
