Dataset,MajorityClass,Grassland,Built-up,Forest,Bareland,Water,Wetland,Cropland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R,Shrubland,3,1,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R,Grassland,0,5,24,4,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R,Cropland,12,2,9,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R,Wetland,41,1,30,6,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R,Bareland,5,0,4,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R,Built-up,7,0,9,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R,Water,63,0,67,17,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R,Forest,59,6,0,8,26,3,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,Grassland,0,0,0,0,20,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,Wetland,0,0,0,0,33,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,Forest,0,0,0,0,56,0,0,30,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,Built-up,0,0,0,0,3,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,Water,0,0,0,0,0,0,0,57,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,Bareland,0,0,0,0,11,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,Cropland,5,1,4,0,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,Built-up,3,0,3,0,1,2,2,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,Water,26,11,26,11,0,43,11,0,24,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,Forest,32,21,0,15,15,30,14,0,36,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,Grassland,0,3,15,3,3,10,3,0,21,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,Wetland,1,0,5,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,Bareland,4,2,5,0,0,7,0,0,5,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWF_M_R,Grassland,0,9,20,0,17,6,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWF_M_R,Forest,0,17,0,2,37,16,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWF_M_R,Wetland,0,10,11,5,17,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWF_M_R,Water,0,7,23,12,0,18,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWF_M_R,Cropland,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWF_M_R,Bareland,0,2,2,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWF_M_R,Forest,0,0,0,0,15,30,0,0,0,0,17
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWF_M_R,Built-up,0,0,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWF_M_R,Water,0,0,0,0,0,43,0,0,0,0,1
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWF_M_R,Grassland,0,0,0,0,3,10,0,0,0,0,7
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWF_M_R,Wetland,0,0,0,0,2,0,0,0,0,0,6
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWF_M_R,Bareland,0,0,0,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWF_M_R,Wetland,14,0,31,3,14,0,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWF_M_R,Built-up,1,0,3,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWF_M_R,Water,18,0,53,36,0,12,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWF_M_R,Forest,18,0,0,4,14,2,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWF_M_R,Cropland,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWF_M_R,Grassland,0,0,8,1,2,1,3,0,0,0,0
