Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCU_M_R
5354,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
5355,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Water
5356,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5357,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5358,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
5359,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Water
5360,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
5361,Water,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
5362,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5363,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
5364,Water,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5365,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
5366,Water,Built-up,Wetland,Water,Wetland,Water,NULL,Water
5367,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
5368,Water,Built-up,Wetland,Water,Wetland,Forest,NULL,Forest
5369,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
5370,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5371,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5372,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5373,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
5374,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5375,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5376,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5377,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
5378,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5379,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
5380,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
5381,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Cropland
5382,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Water
5383,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
5384,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
5385,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
5386,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
5387,Water,Built-up,Water,NULL,Water,NULL,Bareland,Bareland
5388,Water,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
5389,Water,Built-up,Water,NULL,Water,NULL,Water,Bareland
5390,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
5391,Water,Built-up,Water,NULL,Water,Bareland,Water,Bareland
5392,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
5393,Water,Built-up,Water,NULL,Water,Water,Water,Bareland
5394,Water,Built-up,Water,NULL,Water,Forest,Water,Forest
5395,Water,Built-up,Water,Non_Water,Water,Water,Built-up,Water
5396,Water,Built-up,Water,Non_Water,Water,Water,Water,Water
5397,Water,Built-up,Water,Water,Water,NULL,Water,Water
5398,Water,Built-up,Water,Water,Water,Bareland,Water,Water
5399,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
5400,Water,Built-up,Water,Water,Water,Built-up,Water,Water
5401,Water,Built-up,Water,Water,Water,Water,Water,Water
5402,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5403,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5404,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5405,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
5406,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
5407,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
5408,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
5409,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
5410,Water,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5411,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5412,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Water
5413,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5414,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5415,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5416,Water,Built-up,Forest,Water,Non_Wetland,NULL,Water,Water
5417,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Water
5418,Water,Built-up,Forest,Water,Non_Wetland,Water,NULL,Forest
5419,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
5420,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5421,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5422,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5423,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
5424,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5425,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5426,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5427,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5428,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5429,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5430,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5431,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5432,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5433,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
5434,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5435,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
5436,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5437,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
5438,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5439,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5440,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5441,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5442,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5443,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5444,Water,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Water
5445,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
5446,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
5447,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5448,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
5449,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
5450,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
5451,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5452,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5453,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5454,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
5455,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
5456,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
5457,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5458,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5459,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5460,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5461,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5462,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
5463,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5464,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5465,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
5466,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5467,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
5468,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
5469,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5470,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5471,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5472,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
5473,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5474,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5475,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
5476,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5477,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
5478,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5479,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5480,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5481,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
5482,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
5483,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
5484,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Water
5485,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
5486,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Built-up
5487,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5488,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5489,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
5490,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5491,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5492,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5493,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5494,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
5495,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5496,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
5497,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
5498,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
5499,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
5500,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5501,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5502,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
5503,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
5504,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
5505,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
5506,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Water
5507,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5508,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
5509,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5510,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5511,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5512,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
5513,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
5514,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
5515,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
5516,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
5517,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5518,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5519,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5520,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5521,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5522,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5523,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5524,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5525,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5526,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5527,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5528,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5529,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5530,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5531,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5532,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5533,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
5534,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
5535,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
5536,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5537,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5538,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5539,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
5540,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5541,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
5542,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
5543,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5544,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5545,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
5546,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5547,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
5548,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5549,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
5550,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
5551,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
5552,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5553,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5554,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
5555,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5556,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
5557,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5558,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5559,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
5560,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5561,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
5562,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
5563,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest,Forest
5564,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5565,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
5566,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
5567,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5568,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5569,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5570,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5571,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5572,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5573,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5574,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5575,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
5576,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5577,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5578,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5579,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5580,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
5581,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5582,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5583,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5584,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
5585,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5586,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5587,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5588,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
5589,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5590,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5591,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5592,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
5593,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
5594,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5595,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5596,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
5597,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
5598,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
5599,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5600,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5601,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5602,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5603,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5604,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5605,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
5606,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5607,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5608,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5609,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5610,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Wetland,Water
5611,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5612,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
5613,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
5614,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5615,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5616,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5617,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
5618,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
5619,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5620,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
5621,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
5622,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
5623,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
5624,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
5625,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5626,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
5627,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5628,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
5629,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
5630,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
5631,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5632,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
5633,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5634,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5635,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
5636,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
5637,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
5638,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5639,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5640,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5641,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
5642,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5643,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5644,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5645,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5646,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5647,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5648,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
5649,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5650,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5651,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5652,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
5653,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
5654,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
5655,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
5656,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5657,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
5658,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
5659,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
5660,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
5661,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5662,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5663,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
5664,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
5665,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
5666,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5667,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
5668,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
5669,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
5670,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
5671,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5672,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
5673,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5674,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
5675,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5676,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
5677,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
5678,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
5679,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Water
5680,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
5681,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
5682,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
5683,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
5684,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
5685,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
5686,Water,Water,Cropland,Water,Non_Wetland,Built-up,NULL,Water
5687,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
5688,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Bareland
5689,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
5690,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5691,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
5692,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
5693,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
5694,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
5695,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
5696,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
5697,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
5698,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
5699,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
5700,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
5701,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
5702,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
5703,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
5704,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
5705,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
5706,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
5707,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5708,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
5709,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
5710,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
5711,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5712,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
5713,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5714,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5715,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5716,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
5717,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
5718,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
