Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Shrubland,3,3,1,1,3,3,2,1,3,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Grassland,0,21,7,1,16,15,7,2,27,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Cropland,59,0,16,0,35,31,12,0,55,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Wetland,34,6,0,0,29,6,23,2,32,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Lichens_and_Mosses,3,1,0,0,1,1,0,0,2,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Bareland,77,27,4,0,0,38,47,20,64,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Built-up,21,20,1,0,14,0,11,0,19,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Water,146,49,27,0,124,34,0,37,120,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Forest,91,42,7,0,83,37,46,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R,Permanent_ice_and_snow,26,1,1,0,26,0,12,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Shrubland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Grassland,0,0,4,0,0,0,1,0,0,14,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Forest,0,0,32,0,0,0,11,0,0,15,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Cropland,0,0,18,0,0,0,2,0,0,16,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Wetland,0,0,0,0,0,0,1,0,0,21,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Bareland,0,0,24,0,0,0,10,0,0,8,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Built-up,0,0,3,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Water,0,0,73,0,0,0,0,0,0,34,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,8,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Grassland,0,0,0,0,0,0,17,0,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Cropland,0,0,0,0,0,0,46,0,0,0,5,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Wetland,0,0,0,0,0,0,49,0,0,0,21,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Bareland,0,0,0,0,0,0,78,0,0,0,33,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Built-up,0,0,0,0,0,0,29,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Water,0,0,0,0,0,0,0,0,0,0,109,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Forest,0,0,0,0,0,0,94,0,0,0,44,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,Water,66,23,73,12,56,47,0,20,72,0,0,163
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,Cropland,50,0,18,10,23,34,2,0,34,0,0,95
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,Wetland,2,0,0,1,2,0,1,0,1,0,0,13
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,Bareland,50,20,24,25,0,41,10,11,32,0,0,91
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,Built-up,14,5,3,4,12,0,0,0,9,0,0,23
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,Permanent_ice_and_snow,11,1,1,5,15,4,8,0,8,0,0,30
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,Forest,63,32,32,13,37,44,11,0,0,0,0,110
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,Grassland,0,9,4,4,8,8,1,0,18,0,0,33
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,Water,0,42,28,0,81,47,0,18,58,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,Grassland,0,24,6,0,16,22,12,1,28,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,Wetland,0,9,0,0,13,14,23,0,5,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,Bareland,0,24,2,0,0,26,55,5,23,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,Built-up,0,6,0,0,5,0,2,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,Forest,0,42,6,0,37,51,60,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,Cropland,0,0,0,0,20,42,12,0,21,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,Permanent_ice_and_snow,0,1,5,0,21,3,12,0,12,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,Water,7,10,4,0,45,0,0,29,78,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,Wetland,5,7,0,0,20,0,22,5,22,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,Bareland,3,7,2,0,0,0,29,17,15,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,Built-up,4,13,0,0,15,0,9,1,10,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,Forest,16,18,2,0,22,0,24,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,Cropland,8,0,0,0,9,0,6,1,14,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,Grassland,0,7,1,0,8,0,8,5,7,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,14,0,0,0,0,0
