Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Cropland,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Shrubland,3,1,1,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Grassland,0,11,5,1,10,1,5,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Cropland,9,0,2,0,4,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Wetland,50,0,5,0,26,1,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Bareland,8,0,0,0,7,0,7,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Built-up,8,0,1,0,4,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Water,74,33,21,0,48,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Forest,44,16,18,0,0,1,22,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R,Permanent_ice_and_snow,6,0,3,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKJ_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKJ_M_R,Grassland,0,6,0,0,0,0,2,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKJ_M_R,Forest,0,26,0,0,0,0,10,34,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKJ_M_R,Wetland,0,0,0,0,0,0,8,30,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKJ_M_R,Water,0,31,0,0,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKJ_M_R,Bareland,0,3,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,Grassland,0,0,0,0,0,0,14,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,Wetland,0,0,0,0,0,0,30,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,Water,0,0,0,0,0,0,0,0,46,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,Forest,0,0,0,0,0,0,33,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,Bareland,0,0,0,0,0,0,1,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,Cropland,5,0,1,0,4,0,0,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,Wetland,9,0,0,0,15,0,8,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,Built-up,4,0,1,0,3,2,0,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,Water,24,31,6,5,31,2,0,0,0,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,Forest,37,26,6,6,0,7,10,0,0,31,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,Grassland,0,6,0,0,14,4,2,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,Bareland,3,3,0,0,4,1,1,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,Permanent_ice_and_snow,3,0,0,0,3,2,0,0,0,3,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,Grassland,0,9,0,7,19,1,8,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,Water,0,26,7,5,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,Forest,0,15,1,10,0,1,25,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,Wetland,0,0,0,2,11,0,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,Cropland,0,0,0,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,Bareland,0,0,0,0,1,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKJ_M_R,Wetland,16,0,2,0,28,0,21,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKJ_M_R,Water,9,7,18,0,45,1,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKJ_M_R,Forest,10,6,10,0,0,8,14,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKJ_M_R,Grassland,0,3,2,0,7,4,3,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKJ_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
