Dataset,MajorityClass,Forest,Built-up,Water,Grassland,Bareland,Wetland,Shrubland,Cropland,Lichens_and_Mosses,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R,Grassland,33,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R,Non_Wetland,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R,Cropland,2,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R,Bareland,2,0,6,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R,Wetland,19,0,26,27,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R,Built-up,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R,Water,157,0,0,94,35,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R,Forest,0,0,145,170,22,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,Non_Wetland,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,Grassland,9,0,6,0,21,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,Forest,0,0,236,97,50,298,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,Cropland,0,0,0,1,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,Wetland,0,0,7,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,Bareland,0,0,8,1,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,Built-up,0,0,0,1,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,Water,46,0,0,22,12,174,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,Forest,0,0,167,291,123,82,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,Grassland,1,0,6,0,11,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,Non_Wetland,0,0,1,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,Cropland,0,0,1,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,Wetland,1,0,12,24,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,Built-up,0,0,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,Water,9,0,0,93,60,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,Bareland,0,0,6,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDM_M_R,Grassland,34,8,2,0,7,11,4,32,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDM_M_R,Bareland,2,0,0,0,0,4,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDM_M_R,Forest,0,39,58,59,82,117,33,99,15,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDM_M_R,Water,97,18,0,42,73,105,10,43,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDM_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDM_M_R,Grassland,0,0,2,0,0,11,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDM_M_R,Forest,0,0,58,0,0,117,0,0,0,302,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDM_M_R,Water,0,0,0,0,0,105,0,0,0,89,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDM_M_R,Bareland,0,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,Grassland,0,0,10,0,0,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,Wetland,0,0,22,0,0,0,0,0,0,0,18,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,Water,0,0,0,0,0,0,0,0,0,0,109,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,Cropland,0,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,Bareland,0,0,6,0,0,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,Forest,0,0,213,0,0,0,0,0,0,0,122,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDM_M_R,Water,106,0,0,0,21,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDM_M_R,Forest,0,3,154,0,0,0,0,2,0,0,0,0
