,0
Forest,4162
Water,3314
Wetland,2333
Grassland,1635
Bareland,696
Non_Wetland,691
Built-up,372
Shrubland,182
Non_Water,147
Cropland,84
Permanent_ice_and_snow,45
Lichens_and_Mosses,12
