Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,Water,0,24,32,40,47,0,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,Grassland,0,31,17,27,37,19,22,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,Bareland,0,26,5,0,45,42,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,Built-up,0,4,4,6,0,1,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,Forest,0,36,13,28,35,37,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,Cropland,0,0,3,28,37,19,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,Wetland,0,3,0,2,3,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,Permanent_ice_and_snow,0,2,0,9,15,8,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,Water,10,19,17,40,0,0,33,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,Cropland,20,0,1,16,0,10,11,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,Wetland,4,4,0,8,0,10,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,Bareland,10,21,2,0,0,18,11,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,Built-up,12,10,0,15,0,7,11,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,Forest,13,12,1,15,0,18,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,Grassland,0,6,2,9,0,8,6,0,0,0,5
