Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Shrubland,3,3,2,3,2,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Grassland,0,37,9,13,20,16,20,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Cropland,49,0,1,35,30,27,49,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Wetland,22,25,0,10,4,23,22,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Bareland,57,45,1,0,41,45,45,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Built-up,13,15,0,10,0,8,13,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Water,93,52,26,68,15,0,72,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Forest,60,43,10,36,29,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R,Permanent_ice_and_snow,20,10,0,11,4,10,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,Grassland,0,0,0,0,0,1,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,Cropland,0,0,4,0,0,3,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,Forest,0,0,3,0,0,7,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,Wetland,0,0,0,0,0,2,0,91,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,Water,0,0,31,0,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,Bareland,0,0,9,0,0,6,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Shrubland,0,0,0,0,0,6,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Grassland,0,0,0,0,0,17,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Cropland,0,0,0,0,0,29,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Wetland,0,0,0,0,0,32,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Bareland,0,0,0,0,0,71,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Water,0,0,0,0,0,0,0,0,68,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Forest,0,0,0,0,0,38,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Built-up,0,0,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,Water,41,48,31,76,21,0,54,0,0,121,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,Cropland,44,0,4,42,27,3,37,0,0,61,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,Wetland,10,6,0,6,4,2,27,0,0,38,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,Bareland,46,45,9,0,36,6,34,0,0,72,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,Built-up,11,12,0,13,0,0,10,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,Forest,41,44,3,42,26,7,0,0,0,78,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,Grassland,0,22,0,14,15,1,30,0,0,51,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,Permanent_ice_and_snow,12,8,0,11,7,0,9,0,0,18,0
