Dataset,MajorityClass,Grassland,Wetland,Bareland,Water,Forest,Cropland,Built-up,Shrubland,Non_Wetland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Non_Wetland,1,3,1,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Shrubland,3,5,5,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Grassland,0,11,10,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Wetland,54,0,56,111,10,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Bareland,7,34,0,29,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Built-up,19,13,20,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Water,44,113,63,0,12,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Forest,98,82,98,61,0,5,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Cropland,1,1,4,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,Permanent_ice_and_snow,4,9,11,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Non_Wetland,1,4,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Grassland,0,11,3,9,6,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Bareland,7,77,0,50,4,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Shrubland,2,3,1,1,3,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Wetland,31,0,9,116,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Built-up,8,27,20,10,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Water,14,155,10,0,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Forest,62,146,27,84,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Cropland,4,2,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,Permanent_ice_and_snow,0,20,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Wetland,0,0,0,18,0,0,0,0,274,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Shrubland,0,0,0,0,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Grassland,0,1,0,0,0,0,0,0,22,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Bareland,0,9,0,5,0,0,0,0,98,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Built-up,0,1,0,1,0,0,0,0,37,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Forest,0,29,0,11,0,0,0,0,233,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Water,0,36,0,0,0,0,0,0,160,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Cropland,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,31,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,Grassland,0,1,4,0,11,1,1,10,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,Wetland,41,0,43,18,44,2,39,52,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,Water,42,36,47,0,49,1,41,38,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,Bareland,6,9,0,5,15,0,22,31,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,Built-up,0,1,4,1,10,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,Forest,39,29,44,11,0,8,33,68,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,Cropland,0,0,1,0,3,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,Permanent_ice_and_snow,4,0,3,0,7,0,5,9,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,Water,0,75,38,0,34,0,27,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,Bareland,0,13,0,14,6,0,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,Wetland,0,0,33,73,55,1,42,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,Grassland,0,0,0,5,11,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,Forest,0,47,6,66,0,0,34,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,Permanent_ice_and_snow,0,2,6,1,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,Wetland,29,0,54,58,140,4,0,0,0,0,81
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,Water,20,19,52,0,86,5,0,0,0,0,46
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,Forest,2,0,1,4,0,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,Grassland,0,1,1,0,6,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,Built-up,0,0,2,0,13,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,Bareland,0,0,0,2,7,0,0,0,0,0,13
