Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Shrubland,3,2,3,1,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Grassland,0,16,6,6,3,19,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Cropland,93,0,75,29,49,57,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Wetland,47,27,37,0,45,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Lichens_and_Mosses,1,1,2,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Bareland,86,41,0,5,65,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Built-up,18,12,16,0,11,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Water,121,81,90,2,0,100,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Forest,104,66,86,26,63,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,Shrubland,0,0,0,0,4,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,Cropland,0,0,0,0,77,0,0,27,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,Wetland,0,0,0,0,51,0,0,33,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,Bareland,0,0,0,0,75,0,0,49,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,Built-up,0,0,0,0,12,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,Water,0,0,0,0,0,0,0,163,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,Forest,0,0,0,0,92,0,0,56,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,Grassland,0,0,0,0,8,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,Water,21,42,47,17,0,62,53,0,85,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,Cropland,44,0,45,30,23,57,25,0,75,18,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,Wetland,0,3,4,3,1,14,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,Bareland,34,44,0,38,21,39,36,0,73,24,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,Built-up,8,12,7,0,3,9,0,0,18,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,Forest,50,58,54,53,28,0,37,0,86,26,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,Grassland,0,17,2,6,4,21,3,0,15,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,Grassland,0,0,0,0,4,0,3,0,0,0,8,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,Forest,0,0,0,0,28,0,37,0,0,0,38,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,Cropland,0,0,0,0,23,0,25,0,0,0,21,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,Wetland,0,0,0,0,1,0,0,0,0,0,34,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,Bareland,0,0,0,0,21,0,36,0,0,0,22,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,Built-up,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,Water,0,0,0,0,0,0,53,0,0,0,26,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,Grassland,0,35,2,22,8,17,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,Wetland,0,27,11,8,26,24,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,Bareland,0,48,0,25,51,56,21,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,Built-up,0,4,0,0,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,Water,0,109,39,39,0,59,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,Forest,0,79,13,59,56,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,Cropland,0,0,16,45,28,48,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,Cropland,25,0,20,0,15,26,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,Wetland,10,24,39,0,30,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,Water,24,46,82,0,0,71,35,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,Forest,13,22,29,0,25,0,16,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,Built-up,6,13,7,0,1,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,Grassland,0,6,8,0,4,6,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,Bareland,0,33,0,0,14,14,2,0,0,0,0,0
