Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Shrubland,95,35,4,14,14,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Non_Wetland,15,6,0,13,4,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Grassland,0,429,97,136,69,104,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Bareland,778,244,21,265,0,55,122,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Built-up,984,714,112,249,434,0,123,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Water,899,802,65,924,424,118,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Forest,1299,0,121,690,217,249,169,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Wetland,1163,571,44,0,216,60,299,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Non_Water,2,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Cropland,406,225,0,60,94,64,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R,Permanent_ice_and_snow,121,27,0,4,26,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Non_Wetland,1,3,0,14,4,3,6,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Grassland,0,138,0,170,157,246,104,142,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Wetland,172,331,0,0,619,273,912,85,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Bareland,115,97,0,161,0,323,258,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Built-up,263,136,0,229,313,0,212,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Forest,712,0,0,511,491,588,555,305,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Non_Water,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Water,169,305,0,193,456,564,0,57,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Shrubland,13,8,0,19,12,21,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Cropland,177,57,0,65,94,171,29,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,Permanent_ice_and_snow,8,9,0,17,33,0,19,6,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Wetland,0,0,0,0,0,0,73,0,1622,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Grassland,0,0,0,98,0,0,8,0,618,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Forest,0,0,0,595,0,0,106,0,1707,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Bareland,0,0,0,213,0,0,44,0,641,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Built-up,0,0,0,242,0,0,42,0,683,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Water,0,0,0,863,0,0,0,0,764,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Shrubland,0,0,0,0,0,0,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Cropland,0,0,0,8,0,0,0,0,203,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,64,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Grassland,0,148,0,106,137,181,2,37,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Non_Wetland,3,2,0,18,7,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Built-up,436,86,0,224,563,0,46,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Forest,872,0,0,629,479,422,112,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Wetland,240,366,0,0,680,134,321,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Water,151,268,0,381,946,321,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Shrubland,28,4,0,28,19,18,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Bareland,95,4,0,111,0,120,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Cropland,265,43,0,82,97,156,2,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,Permanent_ice_and_snow,8,1,0,30,48,8,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Bareland,0,0,0,0,0,0,418,0,0,177,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Grassland,0,0,0,0,0,0,111,0,0,84,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Wetland,0,0,0,0,0,0,794,0,0,551,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Shrubland,0,0,0,0,0,0,10,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Water,0,0,0,0,0,0,0,0,0,816,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Built-up,0,0,0,0,0,0,438,0,0,248,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Cropland,0,0,0,0,0,0,51,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Forest,0,0,0,0,0,0,453,0,0,339,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,11,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Grassland,0,338,426,119,51,171,8,456,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Wetland,52,283,291,0,105,136,86,387,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Bareland,131,193,643,290,0,419,75,380,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Built-up,280,345,481,337,86,0,63,584,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Forest,514,0,637,706,176,365,135,765,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Water,185,476,379,1119,172,335,0,436,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Shrubland,0,2,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Cropland,64,104,0,9,16,42,0,163,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,Permanent_ice_and_snow,5,9,68,0,0,27,0,33,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Grassland,0,399,354,198,32,576,79,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Forest,0,0,358,332,38,953,387,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Wetland,0,585,255,0,43,715,546,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Built-up,0,99,81,12,58,0,55,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Shrubland,0,9,9,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Bareland,0,107,116,156,0,523,258,0,0,0,0,22
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Cropland,0,53,0,5,11,109,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Water,0,277,93,367,94,751,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,Permanent_ice_and_snow,0,10,8,13,2,30,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,Wetland,245,1233,162,0,155,0,683,0,0,0,0,77
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,Bareland,7,164,42,48,0,0,314,0,0,0,0,122
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,Forest,186,0,224,78,136,0,582,0,0,0,0,108
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,Built-up,119,660,299,74,212,0,722,0,0,0,0,83
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,Water,72,546,55,213,97,0,0,0,0,0,0,26
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,Shrubland,3,17,5,1,1,0,13,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,Cropland,12,56,0,3,22,0,35,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,Grassland,0,455,178,67,154,0,393,0,0,0,0,93
