Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Shrubland,3,3,2,3,1,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Grassland,0,12,7,7,1,9,18,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Cropland,69,0,12,47,20,34,73,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Wetland,61,46,0,25,0,37,56,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Lichens_and_Mosses,2,0,0,2,1,0,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Bareland,62,33,3,0,18,42,65,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Built-up,11,5,0,10,0,2,14,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Water,112,70,19,102,2,0,121,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Forest,92,55,32,72,30,58,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,Grassland,0,0,4,0,0,5,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,Cropland,0,0,8,0,0,11,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,Bareland,0,0,24,0,0,10,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,Forest,0,0,41,0,0,30,0,67,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,Wetland,0,0,0,0,0,7,0,77,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,Water,0,0,48,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Shrubland,0,0,0,0,0,4,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Grassland,0,0,0,0,0,21,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Cropland,0,0,0,0,0,47,0,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Wetland,0,0,0,0,0,46,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Bareland,0,0,0,0,0,53,0,0,41,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Water,0,0,0,0,0,0,0,0,182,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,Forest,0,0,0,0,0,99,0,0,58,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,Water,30,58,48,39,20,0,54,0,0,58,20
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,Cropland,36,0,8,30,21,11,46,0,0,47,13
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,Wetland,9,18,0,3,0,7,15,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,Built-up,7,9,0,6,0,0,6,0,0,7,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,Forest,50,81,41,50,39,30,0,0,0,73,28
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,Grassland,0,20,4,3,0,5,22,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,Bareland,31,49,24,0,29,10,39,0,0,46,21
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,Grassland,0,23,1,0,6,6,22,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,Wetland,0,9,0,9,2,27,44,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,Bareland,0,32,0,0,23,52,56,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,Built-up,0,3,0,0,0,2,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,Water,0,45,14,35,19,0,79,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,Forest,0,53,21,7,32,59,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,Cropland,0,0,5,9,19,22,51,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,Water,23,50,28,73,0,0,63,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,Cropland,11,0,4,23,0,8,16,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,Wetland,18,30,0,30,0,26,35,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,Forest,25,33,19,32,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,Grassland,0,8,1,9,0,1,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,Bareland,0,9,0,0,0,11,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,Built-up,0,4,0,7,0,0,8,0,0,0,0
