Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Shrubland,84,58,20,8,4,12,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Grassland,0,215,154,55,47,66,83,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Non_Wetland,11,8,4,2,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Bareland,84,31,20,11,0,19,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Water,954,658,89,400,171,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Forest,1062,0,230,220,141,164,312,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Cropland,643,413,0,49,167,207,121,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Wetland,518,292,28,0,12,5,156,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R,Built-up,190,189,69,1,58,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,Non_Wetland,5,3,0,14,2,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,Shrubland,38,16,0,34,17,4,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,Grassland,0,125,0,228,45,26,110,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,Cropland,595,262,0,329,239,101,105,95,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,Wetland,96,150,0,0,22,2,322,1,0,0,0,0
