Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Shrubland,302,96,92,216,76,116,112,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Non_Wetland,9,3,3,10,0,1,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Grassland,0,224,80,244,32,117,115,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Bareland,243,88,0,101,66,56,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Built-up,294,157,116,264,0,70,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Water,439,126,208,520,31,0,162,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Forest,960,373,222,0,179,471,199,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Cropland,597,0,196,462,115,83,72,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Wetland,327,96,13,257,1,300,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Non_Water,3,1,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Lichens_and_Mosses,0,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R,Permanent_ice_and_snow,3,0,2,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Non_Wetland,4,0,1,4,1,7,18,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Shrubland,116,0,45,52,39,60,68,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Grassland,0,0,53,146,76,91,106,268,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Cropland,739,0,116,337,225,111,170,462,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Wetland,178,0,14,97,11,337,0,322,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Bareland,217,0,0,76,92,136,35,100,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Built-up,181,0,111,59,0,67,33,201,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Water,375,0,72,272,82,0,96,444,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Forest,770,0,287,0,226,543,505,1154,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Non_Water,1,0,0,0,0,4,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Lichens_and_Mosses,1,0,1,1,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,Permanent_ice_and_snow,5,0,1,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Wetland,0,0,0,0,0,8,0,0,856,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Shrubland,0,0,0,0,0,0,0,0,346,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Grassland,0,0,0,0,0,13,82,0,440,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Forest,0,0,0,0,0,82,358,0,1388,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Bareland,0,0,0,0,0,0,57,0,78,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Water,0,0,0,0,0,0,445,0,511,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Cropland,0,0,0,0,0,4,16,0,401,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Built-up,0,0,0,0,0,6,28,0,93,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Non_Wetland,6,0,7,2,0,0,18,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Grassland,0,75,118,91,21,31,116,236,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Wetland,134,23,70,49,9,109,0,284,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Built-up,282,8,319,23,0,67,45,167,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Forest,848,207,666,0,98,201,678,1066,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Bareland,245,1,0,66,8,19,30,32,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Water,252,17,491,223,51,0,325,419,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Non_Water,2,0,1,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Shrubland,119,12,133,52,17,33,77,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Cropland,751,0,364,277,80,22,134,308,0,0,0,0
