Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Lichens_and_Mosses,6,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,Permanent_ice_and_snow,0,0,7,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,Shrubland,0,0,0,0,0,64,0,0,0,64,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,Grassland,0,0,0,0,0,182,0,0,0,96,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,Water,0,0,0,0,0,0,0,0,0,728,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,Bareland,0,0,0,0,0,126,0,0,0,34,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,Wetland,0,0,0,0,0,215,0,0,0,278,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,Cropland,0,0,0,0,0,76,0,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,Built-up,0,0,0,0,0,55,0,0,0,42,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,Forest,0,0,0,0,0,354,0,0,0,405,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Grassland,0,545,34,325,133,13,82,617,0,0,33,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Wetland,1,136,5,191,11,8,0,285,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Bareland,4,233,0,103,186,0,57,377,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Built-up,3,205,15,88,0,6,28,270,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Water,1,474,153,319,157,0,445,764,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Forest,129,926,57,0,311,82,358,1308,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Cropland,59,0,7,310,147,4,16,556,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Shrubland,4,50,5,36,19,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,Permanent_ice_and_snow,0,4,0,0,1,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Grassland,0,647,2,172,154,67,69,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Built-up,0,80,12,24,0,12,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Forest,0,865,0,0,515,486,204,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Shrubland,0,200,0,88,102,71,42,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Bareland,0,274,0,31,202,49,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Wetland,0,99,2,56,54,79,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Water,0,192,30,88,124,0,190,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Cropland,0,0,2,98,100,20,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,Permanent_ice_and_snow,0,0,0,1,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,Water,106,36,99,651,0,0,159,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,Forest,154,211,178,0,0,70,28,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,Shrubland,127,93,62,324,0,77,67,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,Cropland,134,0,146,231,0,50,28,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,Wetland,149,18,24,310,0,84,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,Built-up,9,120,126,283,0,55,8,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,Bareland,2,49,0,69,0,23,0,0,0,0,0,25
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,Grassland,0,142,142,265,0,78,53,0,0,0,0,7
