Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Shrubland,387,111,87,84,152,64,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Grassland,0,317,56,83,283,110,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Non_Wetland,15,7,4,3,4,7,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Bareland,793,310,0,79,163,57,171,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Built-up,533,225,171,0,290,44,49,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Water,1316,246,331,33,506,452,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Forest,1956,492,238,262,0,359,185,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Cropland,669,0,93,116,329,36,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Wetland,1303,193,90,7,221,0,194,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Non_Water,1,1,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R,Permanent_ice_and_snow,69,0,11,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Non_Wetland,8,0,3,3,6,19,3,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Shrubland,119,0,55,44,87,47,38,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Grassland,0,0,119,118,445,180,114,572,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Cropland,622,0,226,168,496,54,84,494,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Wetland,548,0,97,33,559,0,615,616,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Bareland,235,0,0,149,282,151,425,350,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Built-up,239,0,216,0,229,30,51,352,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Water,545,0,204,204,563,206,0,584,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Forest,968,0,529,436,0,503,508,1436,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,Non_Water,1,0,0,0,0,0,2,1,0,0,0,0
