Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRS_M_R
12250,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12251,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
12252,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
12253,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
12254,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
12255,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12256,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
12257,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
12258,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
12259,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
12260,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
12261,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
12262,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12263,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
12264,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
12265,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
12266,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
12267,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
12268,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
12269,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12270,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
12271,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
12272,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
12273,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Bareland
12274,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
12275,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
12276,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
12277,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
12278,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
12279,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
12280,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12281,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
12282,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
12283,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
12284,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
12285,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
12286,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
12287,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
12288,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
12289,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12290,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12291,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
12292,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
12293,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
12294,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
12295,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12296,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12297,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12298,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12299,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12300,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12301,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12302,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12303,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
12304,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12305,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12306,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12307,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12308,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12309,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12310,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12311,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12312,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12313,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12314,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12315,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12316,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12317,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12318,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
12319,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
12320,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
12321,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
12322,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
12323,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12324,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
12325,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12326,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12327,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
12328,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12329,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
12330,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
12331,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12332,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12333,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
12334,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
12335,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12336,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12337,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12338,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12339,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12340,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12341,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12342,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12343,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12344,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12345,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
12346,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
12347,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12348,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12349,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12350,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12351,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
12352,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12353,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12354,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
12355,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12356,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12357,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12358,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12359,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
12360,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
12361,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
12362,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12363,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12364,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12365,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12366,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12367,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
12368,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12369,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
12370,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
12371,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12372,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12373,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
12374,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12375,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
12376,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
12377,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12378,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12379,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12380,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
12381,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
12382,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12383,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12384,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12385,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12386,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12387,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12388,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12389,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12390,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12391,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12392,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
12393,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12394,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12395,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12396,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
12397,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12398,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12399,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
12400,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12401,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12402,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12403,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12404,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12405,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12406,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12407,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12408,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
12409,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12410,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12411,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
12412,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12413,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12414,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12415,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
12416,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12417,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
12418,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
12419,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12420,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
12421,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
12422,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
12423,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12424,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
12425,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12426,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
12427,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12428,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
12429,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
12430,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
12431,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
12432,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
12433,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12434,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
12435,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
12436,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
12437,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
12438,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
12439,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
12440,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
12441,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
12442,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
12443,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
12444,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12445,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
12446,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
12447,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
12448,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
12449,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12450,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
12451,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
12452,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
12453,Water,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
12454,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
12455,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
12456,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Cropland
12457,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
12458,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12459,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
12460,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
12461,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
12462,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
12463,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
12464,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
12465,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
12466,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
12467,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
12468,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
12469,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
12470,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
12471,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
12472,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
12473,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
12474,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12475,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12476,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12477,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
12478,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
12479,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12480,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12481,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
12482,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
12483,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
12484,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
12485,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
12486,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12487,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
12488,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
12489,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12490,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
12491,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
12492,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
12493,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
12494,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
12495,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
12496,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
12497,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
12498,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
12499,Water,NULL,Wetland,NULL,Wetland,Water,Water,Cropland
12500,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
12501,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
12502,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
12503,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
12504,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12505,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
12506,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12507,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
12508,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12509,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12510,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
12511,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
12512,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
12513,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12514,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12515,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12516,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12517,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12518,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12519,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12520,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
12521,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
12522,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12523,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12524,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12525,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
12526,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12527,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12528,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12529,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12530,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
12531,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
12532,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
12533,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
12534,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
12535,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
12536,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
12537,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12538,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
12539,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
12540,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
12541,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
12542,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
12543,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
12544,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
12545,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
12546,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
12547,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
12548,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
12549,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
12550,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
12551,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
12552,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
12553,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
12554,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
12555,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
12556,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
12557,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
12558,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
12559,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
12560,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
12561,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12562,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
12563,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
12564,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
12565,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
12566,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
12567,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
12568,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
12569,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
12570,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
12571,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
12572,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
12573,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
12574,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
12575,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
12576,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
12577,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12578,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12579,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
12580,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12581,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12582,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
12583,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
12584,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12585,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
12586,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
12587,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12588,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
12589,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
12590,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12591,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12592,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12593,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
12594,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
12595,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12596,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
12597,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
12598,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
