,0
Wetland,15955
Water,13860
Forest,12736
Grassland,10353
Bareland,4884
Non_Wetland,3705
Built-up,2962
Shrubland,1571
Cropland,1327
Non_Water,788
Lichens_and_Mosses,81
Permanent_ice_and_snow,27
