Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Grassland,0,0,49,0,0,39,0,0,562,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Wetland,0,0,0,0,0,20,0,0,325,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Forest,0,0,147,0,0,66,0,0,784,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Shrubland,0,0,0,0,0,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Cropland,0,0,7,0,0,4,0,0,163,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Bareland,0,0,0,0,0,0,0,0,27,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Built-up,0,0,0,0,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Water,0,0,119,0,0,0,0,0,182,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Grassland,173,216,49,60,51,39,0,268,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Wetland,82,36,0,19,4,20,43,96,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Forest,0,195,147,67,36,66,231,346,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Cropland,57,0,7,5,38,4,85,94,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Bareland,15,24,0,0,15,0,18,31,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Water,95,58,119,17,2,0,46,110,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Shrubland,2,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Built-up,1,17,0,2,0,0,9,7,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,Permanent_ice_and_snow,1,1,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,Shrubland,0,0,0,0,0,5,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,Grassland,0,0,0,0,0,58,0,0,0,0,14,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,Wetland,0,0,0,0,0,97,0,0,0,0,125,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,Cropland,0,0,0,0,0,3,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,Water,0,0,0,0,0,0,0,0,0,0,112,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,Forest,0,0,0,0,0,46,0,0,0,0,33,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,Bareland,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,Grassland,119,383,21,1,73,42,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,Wetland,78,155,0,0,1,102,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,Forest,0,225,42,2,47,101,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,Built-up,0,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,Bareland,5,23,1,0,28,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,Water,26,65,40,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,Cropland,8,0,0,1,26,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,Shrubland,7,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,Cropland,70,0,1,55,0,15,44,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,Wetland,339,19,0,44,0,137,118,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,Forest,0,29,5,14,0,27,41,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,Shrubland,30,3,0,0,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,Bareland,7,1,0,0,0,3,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,Water,135,2,26,7,0,0,17,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,Grassland,235,86,15,60,0,63,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,Built-up,3,3,0,9,0,0,0,0,0,0,0,0
