Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Grassland,213,73,112,69,36,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Non_Wetland,8,0,0,0,0,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Shrubland,35,3,9,1,2,3,56,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Cropland,132,0,32,32,31,13,183,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Wetland,190,4,0,17,2,87,266,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Bareland,19,6,11,0,7,5,46,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Forest,0,25,139,21,19,55,391,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Lichens_and_Mosses,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Built-up,22,6,0,12,0,2,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Water,169,7,118,24,3,0,159,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R,Permanent_ice_and_snow,0,0,0,1,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Non_Wetland,1,0,7,3,0,0,3,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Shrubland,7,0,17,20,0,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Grassland,45,0,178,105,0,11,0,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Cropland,40,0,32,42,0,2,223,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Wetland,6,0,0,18,0,53,222,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Bareland,0,0,1,0,0,2,20,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Forest,0,0,329,220,0,20,535,129,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Built-up,0,0,0,27,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Water,8,0,91,7,0,0,280,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Grassland,34,85,345,44,0,30,0,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Non_Wetland,0,0,12,2,0,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Forest,0,79,456,131,0,140,379,146,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Wetland,7,1,0,6,0,160,60,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Shrubland,3,10,29,16,0,3,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Cropland,8,0,113,7,0,4,197,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Bareland,0,9,14,0,0,0,36,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Built-up,0,16,12,0,0,0,40,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Water,2,0,248,0,0,0,63,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
