Dataset,MajorityClass,Forest,Built-up,Wetland,Grassland,Bareland,Cropland,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,Built-up,0,0,0,0,0,0,67,0,7,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,Grassland,41,31,26,0,3,73,0,0,0,62,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,Bareland,22,108,208,22,0,180,25,0,0,93,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,Wetland,60,13,0,1,3,27,25,0,0,63,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,Forest,0,84,285,87,21,147,29,0,0,174,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,Built-up,59,0,101,40,13,113,6,0,0,111,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,Water,93,61,418,26,14,62,0,0,0,73,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,Cropland,9,9,1,1,0,0,0,0,0,31,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,Permanent_ice_and_snow,1,0,0,0,0,1,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,Grassland,30,122,12,0,5,9,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,Bareland,29,192,26,0,0,12,127,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,Wetland,194,218,0,0,61,73,186,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,Built-up,1,0,2,0,2,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,Water,38,126,61,0,45,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,Forest,0,293,71,0,25,26,109,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,Cropland,8,32,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,Permanent_ice_and_snow,0,5,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,Wetland,488,0,0,45,43,38,181,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,Forest,0,0,22,22,2,16,21,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,Bareland,39,0,17,1,0,5,60,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,Water,168,0,50,2,29,1,0,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,Built-up,117,0,0,1,15,22,13,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,Grassland,103,0,11,0,14,36,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,Cropland,6,0,0,0,0,0,0,0,0,0,0,1
