Dataset,MajorityClass,Forest,Built-up,Wetland,Grassland,Bareland,Cropland,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Grassland,39,2,5,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Non_Wetland,1,0,3,5,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Bareland,17,9,46,310,0,8,34,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Built-up,135,0,36,280,77,6,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Forest,0,35,141,423,30,8,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Wetland,163,23,0,413,61,2,104,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Water,134,5,211,217,117,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Shrubland,3,4,2,16,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Cropland,7,9,9,93,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R,Permanent_ice_and_snow,0,0,0,5,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Non_Wetland,2,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Grassland,8,10,21,0,37,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Shrubland,3,2,4,0,3,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Cropland,5,8,25,3,19,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Bareland,2,45,7,8,0,0,85,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Wetland,70,24,0,7,291,0,236,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Built-up,19,0,32,27,51,0,42,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Forest,0,59,126,86,105,0,165,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Water,43,67,31,2,113,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Grassland,0,0,22,0,0,0,0,57,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Wetland,0,0,0,0,0,0,23,222,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Forest,0,0,245,0,0,0,19,375,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Shrubland,0,0,0,0,0,0,0,14,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Bareland,0,0,165,0,0,0,12,72,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Cropland,0,0,1,0,0,0,0,48,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Built-up,0,0,83,0,0,0,3,81,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Water,0,0,353,0,0,0,0,85,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Non_Wetland,0,0,4,0,3,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Forest,0,46,170,151,125,0,35,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Grassland,7,12,13,0,41,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Water,55,10,67,3,274,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Shrubland,0,2,8,4,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Built-up,9,0,15,83,173,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Cropland,1,2,12,17,38,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Bareland,0,0,9,37,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Wetland,120,8,0,55,283,0,122,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,Wetland,0,0,0,0,0,0,295,0,136,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,Bareland,0,0,0,0,0,0,197,0,63,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,Cropland,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,Grassland,0,0,0,0,0,0,26,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,Water,0,0,0,0,0,0,0,0,167,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,Forest,0,0,0,0,0,0,154,0,52,0,0,0
