Dataset,MajorityClass,Grassland,Forest,Cropland,Bareland,Water,Wetland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Shrubland,107,79,27,13,14,5,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Grassland,0,170,146,50,77,18,32,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Non_Wetland,7,8,1,0,3,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Bareland,57,29,21,0,7,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Water,437,312,61,44,0,160,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Forest,637,0,190,85,247,74,110,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Cropland,448,304,0,128,79,8,89,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Wetland,142,94,11,16,144,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Built-up,87,88,44,27,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Non_Wetland,3,2,0,4,4,12,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Shrubland,53,18,0,17,13,42,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Grassland,0,86,0,50,73,194,7,123,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Cropland,583,212,0,117,49,236,50,275,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Wetland,42,54,0,16,159,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Bareland,72,8,0,0,28,33,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Forest,532,0,0,204,271,684,2,499,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Water,302,119,0,94,0,382,2,125,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Built-up,113,13,0,59,9,53,0,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,Permanent_ice_and_snow,1,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Grassland,0,59,35,129,14,247,15,69,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Non_Wetland,4,0,0,5,0,17,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Forest,533,0,62,423,109,926,18,364,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Water,109,84,0,245,0,932,1,47,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Shrubland,50,17,2,37,1,51,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Bareland,20,2,0,0,0,6,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Cropland,538,123,0,335,6,250,55,100,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Wetland,8,3,0,11,43,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Built-up,102,3,2,136,0,41,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Grassland,0,0,0,0,29,11,0,0,424,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Wetland,0,0,0,0,26,0,0,0,589,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Bareland,0,0,0,0,4,1,0,0,39,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Water,0,0,0,0,0,147,0,0,823,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Shrubland,0,0,0,0,0,0,0,0,97,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Forest,0,0,0,0,85,88,0,0,1389,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Cropland,0,0,0,0,7,3,0,0,460,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Built-up,0,0,0,0,2,0,0,0,86,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,Grassland,0,0,0,0,43,0,0,0,0,59,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,Wetland,0,0,0,0,99,0,0,0,0,102,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,Shrubland,0,0,0,0,2,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,Cropland,0,0,0,0,20,0,0,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,Water,0,0,0,0,0,0,0,0,0,341,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,Forest,0,0,0,0,147,0,0,0,0,101,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,Built-up,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,Bareland,0,0,0,0,4,0,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Grassland,0,226,401,14,29,11,134,537,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Wetland,1,144,49,19,26,0,15,180,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Water,1,314,338,36,0,147,43,486,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Forest,35,0,590,37,85,88,208,817,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Bareland,0,21,108,0,4,1,90,78,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Built-up,0,9,80,0,2,0,0,72,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Shrubland,0,5,7,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Cropland,0,176,0,2,7,3,140,429,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,Grassland,0,180,532,0,63,1,97,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,Forest,0,0,626,0,316,37,221,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,Shrubland,0,34,81,0,9,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,Wetland,0,93,134,0,129,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,Water,0,111,267,0,0,61,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,Bareland,0,18,77,0,18,0,36,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,Built-up,0,2,39,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,Cropland,0,102,0,3,9,0,75,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,Forest,105,0,145,66,49,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,Shrubland,30,90,30,11,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,Cropland,112,217,0,74,74,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,Wetland,58,260,19,2,171,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,Water,31,406,12,6,0,72,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,Bareland,7,57,26,0,18,1,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,Built-up,3,67,48,0,6,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,Grassland,0,191,103,57,69,5,0,0,0,0,0,1
