Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Shrubland,3,1,2,3,1,2,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Grassland,0,6,5,11,8,2,0,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Cropland,40,0,0,42,14,1,0,31,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Wetland,42,1,0,27,0,24,0,27,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Lichens_and_Mosses,1,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Bareland,84,13,4,0,16,32,9,64,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Built-up,19,7,0,17,0,0,0,18,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Water,127,15,19,123,8,0,10,106,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Forest,85,22,10,73,20,25,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R,Permanent_ice_and_snow,24,0,1,21,5,3,0,7,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,Shrubland,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,Grassland,0,0,3,0,0,1,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,Forest,0,0,20,0,0,10,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,Wetland,0,0,0,0,0,0,0,0,34,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,Bareland,0,0,27,0,0,10,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,Water,0,0,37,0,0,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,Permanent_ice_and_snow,0,0,1,0,0,5,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Shrubland,0,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Grassland,0,0,0,0,0,16,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Cropland,0,0,0,0,0,6,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Wetland,0,0,0,0,0,30,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Bareland,0,0,0,0,0,90,0,0,0,31,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Built-up,0,0,0,0,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Water,0,0,0,0,0,0,0,0,0,103,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Forest,0,0,0,0,0,66,0,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LED_M_R,Water,49,33,37,39,26,0,0,69,0,0,118,7
