Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Shrubland,235,94,89,68,170,12,144,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Non_Wetland,2,0,0,0,2,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Grassland,0,164,17,19,183,0,237,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Bareland,208,86,0,44,63,2,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Built-up,188,95,72,0,127,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Water,112,12,35,1,183,0,228,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Forest,379,127,34,25,0,25,208,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Cropland,448,0,162,131,252,3,120,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R,Wetland,70,9,3,3,199,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Non_Wetland,5,0,0,0,1,2,2,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Shrubland,69,0,52,21,34,21,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Grassland,0,0,48,13,52,26,1,367,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Cropland,478,0,283,68,93,12,0,569,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Wetland,35,0,3,0,41,205,0,437,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Bareland,63,0,0,23,11,16,0,134,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Built-up,114,0,133,0,5,4,0,197,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Water,14,0,16,0,18,0,2,222,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Forest,303,0,246,49,0,125,62,973,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,Non_Water,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,Non_Wetland,3,0,3,0,0,1,4,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,Grassland,0,109,128,13,30,16,14,381,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,Bareland,39,52,0,62,0,18,0,85,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,Forest,135,84,411,50,0,61,156,805,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,Non_Water,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,Water,5,1,131,0,22,0,83,206,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,Shrubland,41,29,80,27,15,21,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,Built-up,87,27,144,0,2,9,0,181,0,0,0,0
