Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Non_Wetland,3,7,4,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Grassland,0,47,39,87,11,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Wetland,52,0,178,166,337,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Bareland,9,29,0,78,133,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Built-up,57,44,152,0,122,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Non_Water,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Water,18,92,233,281,0,35,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Shrubland,6,9,10,9,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Cropland,72,19,58,40,25,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Forest,136,107,163,171,166,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,Permanent_ice_and_snow,0,1,11,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Non_Wetland,8,12,2,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Grassland,0,153,7,24,1,80,21,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Bareland,275,130,0,32,97,35,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Built-up,460,274,118,0,79,206,14,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Water,364,437,213,99,0,272,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Wetland,300,0,24,16,64,82,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Non_Water,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Shrubland,27,21,3,1,0,9,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Cropland,156,144,19,21,5,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Forest,376,260,20,35,28,0,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R,Permanent_ice_and_snow,31,5,5,3,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Wetland,0,0,0,0,7,0,0,888,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Grassland,0,13,0,0,1,0,0,262,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Bareland,0,88,0,0,16,0,0,189,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Built-up,0,99,0,0,15,0,0,397,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Water,0,376,0,0,0,0,0,423,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Shrubland,0,0,0,0,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Cropland,0,2,0,0,0,0,0,173,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Forest,0,99,0,0,10,0,0,524,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Non_Wetland,2,4,7,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Wetland,68,0,237,119,80,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Grassland,0,52,47,40,0,7,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Built-up,113,82,297,0,18,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Water,15,141,474,173,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Shrubland,6,6,20,5,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Forest,186,214,136,116,50,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Cropland,82,25,65,56,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Bareland,23,2,0,19,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,Permanent_ice_and_snow,0,0,22,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Wetland,0,0,0,0,113,0,0,0,173,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Bareland,0,0,0,0,173,0,0,0,76,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Shrubland,0,0,0,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Cropland,0,0,0,0,6,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Water,0,0,0,0,0,0,0,0,342,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Built-up,0,0,0,0,97,0,0,0,77,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Grassland,0,0,0,0,9,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Forest,0,0,0,0,81,0,0,0,41,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,Grassland,0,15,9,108,1,70,227,0,0,208,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,Wetland,0,0,46,163,7,83,69,0,0,272,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,Forest,2,113,40,236,15,0,227,0,0,275,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,Bareland,0,103,0,260,28,23,168,0,0,184,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,Built-up,2,112,39,0,18,66,184,0,0,193,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,Water,1,440,204,402,0,114,121,0,0,188,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,Cropland,0,2,4,48,0,22,0,0,0,64,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,Permanent_ice_and_snow,0,0,4,20,1,0,17,0,0,8,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,Grassland,0,9,1,149,24,25,162,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,Wetland,0,0,6,230,161,78,370,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,Bareland,0,17,0,186,100,21,114,0,0,0,32
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,Built-up,0,10,12,0,53,18,58,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,Water,0,67,28,303,0,50,233,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,Forest,0,27,4,263,132,0,116,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,Cropland,0,0,0,40,2,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,Permanent_ice_and_snow,0,0,2,6,6,1,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,Wetland,65,0,67,0,170,409,35,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,Built-up,69,52,59,0,153,258,88,0,0,0,50
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,Forest,32,16,2,0,32,0,16,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,Cropland,10,6,2,0,3,27,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,Bareland,1,25,0,0,56,52,19,0,0,0,150
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,Water,3,109,61,0,0,123,3,0,0,0,67
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,Grassland,0,30,25,0,13,93,41,0,0,0,2
