Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Shrubland,334,73,73,43,135,101,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Non_Wetland,2,0,0,0,4,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Grassland,0,172,34,26,125,128,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Bareland,251,78,0,29,26,46,30,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Built-up,222,124,53,0,135,4,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Water,1026,57,202,13,323,393,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Forest,557,134,41,48,0,133,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Cropland,359,0,59,44,141,80,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Wetland,399,61,23,0,133,0,76,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Non_Water,4,0,2,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R,Permanent_ice_and_snow,8,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Non_Wetland,8,0,1,1,0,3,0,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Shrubland,114,0,26,36,18,7,47,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Grassland,0,0,29,82,50,5,122,397,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Cropland,503,0,56,228,47,3,54,336,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Wetland,222,0,4,11,6,0,241,342,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Bareland,227,0,0,67,7,6,113,130,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Built-up,143,0,25,0,12,0,4,145,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Water,550,0,12,38,20,30,0,620,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Forest,367,0,88,192,0,39,168,770,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Non_Water,1,0,0,0,0,0,4,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,Permanent_ice_and_snow,2,0,1,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Non_Wetland,3,0,1,0,0,5,4,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Grassland,0,44,129,54,31,19,146,463,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Water,268,1,149,18,63,143,0,656,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Forest,249,85,248,45,0,83,125,851,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Built-up,109,43,172,0,4,0,7,126,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Non_Water,0,0,0,0,0,0,6,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Shrubland,77,13,63,12,11,22,33,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Bareland,100,16,0,18,0,3,30,75,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Cropland,338,0,239,91,25,9,43,341,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Wetland,100,0,33,4,28,0,186,364,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,Permanent_ice_and_snow,0,0,8,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,Shrubland,0,0,0,0,0,0,0,0,192,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,Grassland,0,0,0,0,0,80,4,0,254,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,Wetland,0,0,0,0,0,0,0,0,268,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,Water,0,0,0,0,0,493,0,0,477,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,Built-up,0,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,Bareland,0,0,0,0,0,14,3,0,57,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,Cropland,0,0,0,0,0,11,0,0,97,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,Forest,0,0,0,0,0,128,13,0,263,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,Grassland,0,0,0,0,0,0,217,0,0,138,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,Water,0,0,0,0,0,0,0,0,0,437,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,Shrubland,0,0,0,0,0,0,100,0,0,51,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,Bareland,0,0,0,0,0,0,84,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,Built-up,0,0,0,0,0,0,7,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,Wetland,0,0,0,0,0,0,271,0,0,108,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,Cropland,0,0,0,0,0,0,44,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,Forest,0,0,0,0,0,0,130,0,0,75,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Grassland,0,336,104,63,375,80,4,257,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Bareland,15,220,0,84,107,14,3,129,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Built-up,95,161,19,0,121,0,0,121,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Forest,314,324,53,67,0,128,13,239,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Water,93,352,160,44,509,493,0,438,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Cropland,109,0,14,39,244,11,0,146,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Wetland,22,36,21,0,95,0,0,34,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Shrubland,45,52,40,12,83,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,Permanent_ice_and_snow,0,9,0,0,3,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Grassland,0,369,0,159,190,4,84,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Shrubland,0,97,0,74,76,5,82,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Bareland,0,28,0,90,23,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Water,0,67,38,11,12,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Built-up,0,40,1,0,4,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Wetland,0,20,1,3,23,0,126,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Forest,0,152,0,190,0,12,158,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Cropland,0,0,0,76,41,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,Permanent_ice_and_snow,0,0,0,1,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,Shrubland,61,73,79,0,180,61,86,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,Forest,51,77,29,0,0,21,22,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,Water,43,22,170,0,159,176,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,Cropland,31,0,71,0,73,5,13,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,Wetland,61,35,59,0,146,0,108,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,Built-up,2,72,35,0,108,1,6,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,Grassland,0,179,158,0,224,102,122,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,Bareland,0,20,0,0,18,3,9,0,0,0,0,12
