Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Cropland,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Shrubland,3,3,1,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Grassland,0,29,1,4,13,2,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Cropland,27,25,3,5,15,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Wetland,67,0,5,1,46,1,36,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Built-up,9,6,4,0,9,0,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Forest,54,52,6,12,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Water,45,79,18,1,59,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Bareland,9,13,0,0,10,0,6,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R,Permanent_ice_and_snow,4,5,1,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Grassland,0,3,0,0,0,0,0,49,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Cropland,0,0,0,0,0,0,0,31,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Built-up,0,1,0,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Forest,0,26,0,0,0,0,5,80,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Wetland,0,0,0,0,0,0,8,130,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Water,0,32,0,0,0,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Bareland,0,2,0,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,Grassland,0,0,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,Wetland,0,0,0,0,0,0,79,0,31,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,Cropland,0,0,0,0,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,Bareland,0,0,0,0,0,0,9,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,Built-up,0,0,0,0,0,0,2,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,Forest,0,0,0,0,0,0,33,0,15,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,Water,0,0,0,0,0,0,0,0,66,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,Cropland,10,0,0,2,16,0,0,0,0,33,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,Wetland,11,0,28,0,35,1,17,0,0,55,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,Water,18,54,38,8,46,8,0,0,0,64,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,Bareland,3,3,0,7,4,1,1,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,Built-up,3,1,0,0,5,3,0,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,Forest,20,29,16,9,0,12,9,0,0,60,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,Grassland,0,3,7,4,17,7,0,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,Permanent_ice_and_snow,2,0,0,1,2,0,0,0,0,8,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,Grassland,0,16,2,9,16,21,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,Wetland,0,0,4,9,37,37,45,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,Water,0,71,7,4,19,33,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,Forest,0,24,1,19,0,17,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,Cropland,0,6,0,6,7,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,Bareland,0,2,0,2,1,1,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,Permanent_ice_and_snow,0,1,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,Wetland,17,0,5,0,42,17,34,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,Water,23,42,13,0,44,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,Forest,10,14,6,0,0,9,11,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,Cropland,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,Built-up,2,0,0,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,Grassland,0,4,1,0,6,4,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,Bareland,0,1,0,0,0,0,1,0,0,0,0
