Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNT_M_R
26591,Forest,Water,Water,Water,NULL,Bareland,Water,Grassland
26592,Forest,Water,Water,Water,NULL,Water,Water,Wetland
26593,Forest,Water,Water,Water,NULL,Water,Water,Water
26594,Forest,Water,Water,Water,NULL,Forest,Wetland,Wetland
26595,Forest,Water,Water,Water,NULL,Forest,Water,Wetland
26596,Forest,Water,Water,Water,NULL,Forest,Water,Water
26597,Forest,Water,Water,Water,NULL,Forest,Forest,Wetland
26598,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
26599,Forest,Water,Water,Water,Water,NULL,Wetland,Water
26600,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
26601,Forest,Water,Water,Water,Water,NULL,Bareland,Grassland
26602,Forest,Water,Water,Water,Water,NULL,Water,Grassland
26603,Forest,Water,Water,Water,Water,NULL,Water,Wetland
26604,Forest,Water,Water,Water,Water,NULL,Water,Water
26605,Forest,Water,Water,Water,Water,NULL,Water,Forest
26606,Forest,Water,Water,Water,Water,Shrubland,Water,Grassland
26607,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
26608,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
26609,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
26610,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
26611,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
26612,Forest,Water,Water,Water,Water,Wetland,Water,Water
26613,Forest,Water,Water,Water,Water,Wetland,Water,Forest
26614,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
26615,Forest,Water,Water,Water,Water,Bareland,Bareland,Wetland
26616,Forest,Water,Water,Water,Water,Bareland,Water,Forest
26617,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
26618,Forest,Water,Water,Water,Water,Water,Wetland,Water
26619,Forest,Water,Water,Water,Water,Water,Bareland,Wetland
26620,Forest,Water,Water,Water,Water,Water,Water,Wetland
26621,Forest,Water,Water,Water,Water,Water,Water,Water
26622,Forest,Water,Water,Water,Water,Water,Water,Forest
26623,Forest,Water,Water,Water,Water,Forest,Wetland,Wetland
26624,Forest,Water,Water,Water,Water,Forest,Wetland,Water
26625,Forest,Water,Water,Water,Water,Forest,Water,Wetland
26626,Forest,Water,Water,Water,Water,Forest,Water,Water
26627,Forest,Water,Water,Water,Water,Forest,Water,Forest
26628,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
26629,Forest,Water,Water,Water,Water,Forest,Forest,Forest
26630,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
26631,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
26632,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
26633,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
26634,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
26635,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
26636,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
26637,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
26638,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
26639,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Wetland
26640,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
26641,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
26642,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
26643,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
26644,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
26645,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
26646,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
26647,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
26648,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
26649,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
26650,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
26651,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
26652,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
26653,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
26654,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
26655,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
26656,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
26657,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
26658,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
26659,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
26660,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
26661,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
26662,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
26663,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
26664,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
26665,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
26666,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
26667,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
26668,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
26669,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
26670,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
26671,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
26672,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
26673,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
26674,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
26675,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
26676,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
26677,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
26678,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
26679,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
26680,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
26681,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
26682,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
26683,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
26684,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
26685,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
26686,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
26687,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
26688,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
26689,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
26690,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
26691,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
26692,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
26693,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
26694,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
26695,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
26696,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
26697,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
26698,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
26699,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
26700,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
26701,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
26702,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
26703,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
26704,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
26705,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
26706,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
26707,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
26708,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
26709,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
26710,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
26711,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
26712,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
26713,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
26714,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
26715,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
26716,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
26717,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
26718,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
26719,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
26720,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
26721,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
26722,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
26723,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
26724,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
26725,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
26726,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
26727,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
26728,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Bareland
26729,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
26730,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
26731,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
26732,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
26733,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Wetland
26734,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
26735,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
26736,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
26737,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
26738,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
26739,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
26740,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
26741,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
26742,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
26743,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
26744,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
26745,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
26746,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
26747,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
26748,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
26749,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
26750,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
26751,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
26752,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
26753,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
26754,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
26755,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
26756,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
26757,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
26758,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
26759,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
26760,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
26761,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
26762,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
26763,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
26764,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
26765,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
26766,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
26767,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
26768,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
26769,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
26770,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
26771,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
26772,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
26773,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
26774,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
26775,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
26776,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
26777,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
26778,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
26779,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
26780,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
26781,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
26782,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
26783,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
26784,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
26785,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
26786,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
26787,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
26788,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
26789,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
26790,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
26791,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
26792,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
26793,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
26794,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
26795,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
26796,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
26797,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
26798,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
26799,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
26800,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
26801,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
26802,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
26803,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
26804,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
26805,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
26806,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
26807,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
26808,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
26809,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
26810,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
26811,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
26812,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
26813,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
26814,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
26815,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
26816,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
26817,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
26818,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
26819,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
26820,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
26821,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
26822,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
26823,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
26824,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
26825,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
26826,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
26827,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Cropland
26828,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
26829,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
26830,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
26831,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
26832,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
26833,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
26834,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
26835,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
26836,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
26837,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
26838,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
26839,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
26840,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
26841,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
26842,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
26843,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
26844,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
26845,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
26846,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
26847,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
26848,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
26849,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
26850,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
26851,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
26852,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
26853,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
26854,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
26855,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
26856,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
26857,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
26858,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
26859,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
26860,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
26861,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
26862,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
26863,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
26864,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
26865,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
26866,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
26867,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
26868,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
26869,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
26870,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
26871,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
26872,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
26873,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
26874,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
26875,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
26876,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
26877,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
26878,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
26879,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
26880,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
26881,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
26882,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Wetland
26883,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
26884,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
26885,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
26886,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
26887,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
26888,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
26889,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
26890,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Wetland
26891,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
26892,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
26893,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
26894,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Wetland
26895,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
26896,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
26897,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
26898,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
26899,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
26900,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
26901,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
26902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
26903,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
26904,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
26905,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
26906,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
26907,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
26908,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
26909,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
26910,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
26911,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
26912,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
26913,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
26914,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Wetland
26915,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
26916,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
26917,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
26918,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Wetland
26919,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
26920,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
26921,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
26922,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
26923,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
26924,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
26925,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
26926,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
26927,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
26928,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
26929,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
26930,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
26931,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
26932,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
26933,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
26934,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
26935,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
26936,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
