,0
Forest,20183
Water,14768
Cropland,14524
Grassland,12665
Shrubland,11270
Wetland,7249
Bareland,5602
Built-up,5211
Non_Wetland,2364
Non_Water,1577
Lichens_and_Mosses,36
Permanent_ice_and_snow,18
