Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Shrubland,179,85,53,51,26,16,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Grassland,0,376,346,122,98,99,46,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Non_Wetland,12,9,10,12,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Bareland,227,93,74,0,0,92,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Built-up,451,292,229,2,160,0,65,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Water,1501,1064,477,306,420,87,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Forest,1460,0,454,341,229,253,246,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Cropland,936,554,0,59,275,258,51,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Wetland,440,214,139,0,23,4,46,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Non_Water,4,4,5,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R,Permanent_ice_and_snow,5,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Non_Wetland,7,2,0,17,0,0,4,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Shrubland,71,24,0,44,23,12,31,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Grassland,0,174,0,203,112,98,267,82,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Cropland,692,372,0,283,261,255,369,144,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Wetland,218,18,0,0,2,4,353,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Bareland,95,28,0,1,0,32,73,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Built-up,187,85,0,47,205,0,128,32,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Water,663,297,0,208,91,224,0,31,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Forest,915,0,0,509,263,202,650,309,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Non_Water,2,0,0,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Non_Wetland,4,3,0,16,4,0,7,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Grassland,0,153,90,228,161,60,261,88,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Forest,731,0,113,717,594,126,524,355,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Bareland,82,32,11,1,0,17,23,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Wetland,95,50,0,0,117,3,300,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Non_Water,1,1,0,0,3,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Water,368,346,28,518,530,90,0,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Shrubland,48,25,6,29,46,6,27,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Built-up,234,62,47,83,268,0,64,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Cropland,692,243,0,234,320,209,300,126,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMS_M_R,Grassland,0,0,0,114,0,0,27,0,665,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMS_M_R,Wetland,0,0,0,0,0,0,3,0,668,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMS_M_R,Forest,0,0,0,224,0,0,91,0,1534,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMS_M_R,Water,0,0,0,543,0,0,0,0,854,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMS_M_R,Shrubland,0,0,0,0,0,0,0,0,120,0,0,0
