Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Shrubland,3,3,3,1,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Grassland,0,12,6,0,2,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Cropland,26,14,9,1,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Wetland,91,0,16,0,22,53,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Built-up,8,1,2,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Water,83,55,37,1,0,69,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Forest,62,26,7,1,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Bareland,24,5,0,1,2,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R,Permanent_ice_and_snow,4,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,Cropland,0,3,0,0,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,Forest,0,29,0,0,11,0,62,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,Wetland,0,0,0,0,11,0,95,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,Grassland,0,8,0,0,1,0,22,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,Water,0,35,0,0,0,0,38,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,Bareland,0,1,0,0,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,Grassland,0,0,0,0,14,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,Wetland,0,0,0,0,85,0,0,30,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,Water,0,0,0,0,0,0,0,74,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,Forest,0,0,0,0,64,0,0,23,0,0,0
