Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Grassland,344,65,89,95,80,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Non_Wetland,6,0,0,0,1,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Shrubland,25,0,0,4,3,1,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Cropland,120,0,8,44,0,0,224,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Wetland,338,1,31,10,0,95,407,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Bareland,98,7,0,45,4,16,191,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Built-up,132,1,36,0,3,5,210,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Water,656,1,250,11,163,0,528,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Forest,0,6,42,74,93,64,535,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R,Permanent_ice_and_snow,1,0,0,0,2,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,Non_Wetland,0,0,2,0,4,0,2,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,Shrubland,2,0,13,2,0,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,Grassland,85,0,151,75,184,67,0,50,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,Cropland,35,0,65,16,13,5,221,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,Bareland,7,0,0,5,8,42,178,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,Built-up,10,0,72,0,20,28,101,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,Forest,0,0,159,83,312,174,743,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,Wetland,36,0,20,9,0,114,371,0,0,0,0,0
