Dataset,MajorityClass,Grassland,Cropland,Built-up,Forest,Wetland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Forest,1245,0,522,0,647,665,173,961,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Built-up,616,0,0,58,158,715,62,179,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Wetland,384,0,88,261,0,458,268,302,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Water,569,0,241,305,481,867,0,439,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Shrubland,81,0,32,26,43,42,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Bareland,158,0,91,10,31,0,15,68,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Cropland,612,0,317,208,60,293,6,359,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,Permanent_ice_and_snow,26,0,10,4,9,63,0,31,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Bareland,0,0,0,0,0,0,275,0,0,136,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Grassland,0,0,0,0,0,0,305,0,0,219,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Wetland,0,0,0,0,0,0,724,0,0,504,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Shrubland,0,0,0,0,0,0,60,0,0,30,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Built-up,0,0,0,0,0,0,338,0,0,260,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Water,0,0,0,0,0,0,0,0,0,969,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Cropland,0,0,0,0,0,0,61,0,0,23,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Forest,0,0,0,0,0,0,647,0,0,402,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Grassland,0,836,319,717,139,122,17,775,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Wetland,99,342,125,498,0,112,72,532,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Bareland,161,738,385,217,135,0,50,341,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Built-up,378,664,0,404,204,75,32,653,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Forest,810,1070,476,0,529,215,94,1120,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Water,326,770,387,865,877,275,0,798,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Shrubland,27,54,13,63,0,4,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Cropland,205,0,99,305,5,14,0,287,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,Permanent_ice_and_snow,16,126,15,31,0,0,0,40,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Grassland,0,834,953,785,389,69,168,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Forest,0,723,1066,0,510,32,425,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Shrubland,0,127,140,118,56,2,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Wetland,0,237,604,532,0,24,429,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Bareland,0,149,538,98,112,0,78,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Built-up,0,117,0,152,26,54,50,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Water,0,214,769,507,571,100,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Cropland,0,0,318,170,18,22,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,Permanent_ice_and_snow,0,12,67,23,27,7,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,Wetland,223,106,0,1116,0,86,882,0,0,0,0,58
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,Bareland,14,50,0,152,34,0,350,0,0,0,0,95
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,Forest,347,360,0,0,175,263,1042,0,0,0,0,252
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,Shrubland,72,80,0,231,82,46,171,0,0,0,0,33
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,Built-up,215,368,0,789,59,253,1051,0,0,0,0,169
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,Water,114,36,0,653,283,42,0,0,0,0,0,33
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,Cropland,100,0,0,230,50,100,159,0,0,0,0,40
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,Grassland,0,282,0,617,223,265,792,0,0,0,0,220
